name,department_name,total_number_of_students,number_of_master_degree_students,number_of_bachelors_degree_students,total_score_for_support_in_the_study_entry_phase,graduations_in_appropriate_time_undergraduate_degrees,graduations_in_appropriate_time_masters,teacher_support,support_in_studies,courses_offered,study_organisation,exams,job_market_preparation,support_for_stays_abroad,rooms,library,it_infrastructure,overall_study_situation,international_orientation_bachelors,international_orientation_masters,contact_with_work_environment_bachelors,contact_with_work_environment_masters,bachelors,masters,phds
Universität Paderborn,Fakultät für Kulturwissenschaften at the Uni Paderborn,110,10,100,c,,,,,,,,,,,,,,b,c,,,3,2,0
Universität Paderborn,Fakultät für Naturwissenschaften at the Uni Paderborn,460,17,443,b,0.768,,,,,,,2.9,3,,,,,,b,d,d,1,1,0
Universität Siegen,Fakultät II: Bildung - Architektur - Künste at the Uni Siegen,630,160,470,,0.431,0.81,,,,,,,,,2.4,,,d,d,,,1,2,0
Universität Siegen,Fakultät IV: Naturwissenschaftlich-Technische Fakultät at the Uni Siegen,,,0,b,,,,,,,,,,,,,,,,,,0,0,0
Universität Siegen,"Fakultät III: Wirtschaftswissenschaften, Wirtschaftsinformatik und Wirtschaftsrecht at the Uni Siegen","3,100",,"3,100",c,0.592,0.524,2.8,2.6,2.7,2.3,2.6,3.6,2.9,2.6,2.2,2.8,2.4,,,,,1,6,0
Universität Siegen,"Fakultät III: Wirtschaftswissenschaften, Wirtschaftsinformatik und Wirtschaftsrecht at the Uni Siegen",710,,710,c,0.532,0.788,,,,,,,,,,,,d,c,d,d,2,2,0
Universität Siegen,Fakultät IV: Naturwissenschaftlich-Technische Fakultät at the Uni Siegen,310,89,221,e,,,,,,,,,,,,,,,,,,1,1,0
Universität Siegen,Fakultät IV: Naturwissenschaftlich-Technische Fakultät at the Uni Siegen,490,100,390,,0.461,0.455,,,,,,,,,,,,d,e,,,2,1,0
Universität Siegen,"Fakultät III: Wirtschaftswissenschaften, Wirtschaftsinformatik und Wirtschaftsrecht at the Uni Siegen",680,,680,,0.526,0.571,,,,,,,,,,,,d,d,d,d,0,2,0
Universität Siegen,Fakultät IV: Naturwissenschaftlich-Technische Fakultät at the Uni Siegen,850,107,743,,0.597,0.455,,,,,,,,,,,,d,d,,,2,1,0
Universität Siegen,"Fakultät III: Wirtschaftswissenschaften, Wirtschaftsinformatik und Wirtschaftsrecht at the Uni Siegen",450,,450,c,,0.531,,,,,,,,,,,,,,,,1,1,0
Universität Siegen,Fakultät II: Bildung - Architektur - Künste at the Uni Siegen,"1,810",,"1,810",,0.927,,,,,,,,,,,,,,,c,,1,0,0
Universität Siegen,Fakultät IV: Naturwissenschaftlich-Technische Fakultät at the Uni Siegen,370,100,270,b,0.571,0.444,,,,,,,,,,,,d,b,e,e,2,1,0
Universität Siegen,Fakultät I: Philosophische Fakultät at the Uni Siegen,520,50,470,,0.746,,2.9,,3.3,,,4,,,3,3.9,,,,,,2,3,0
Universität Siegen,Fakultät I: Philosophische Fakultät at the Uni Siegen,180,190,-10,,0.771,,2.2,2.7,,,2.4,,,,2.7,3.2,,d,d,,,2,3,0
Universität Siegen,Fakultät IV: Naturwissenschaftlich-Technische Fakultät at the Uni Siegen,670,,670,c,0.355,0.703,,,,,,,,,,,,d,d,,,1,1,0
Universität Siegen,Fakultät IV: Naturwissenschaftlich-Technische Fakultät at the Uni Siegen,40,40,0,,,,,,,,,,,,,,,,,,,2,4,0
Universität Siegen,Fakultät IV: Naturwissenschaftlich-Technische Fakultät at the Uni Siegen,390,36,354,c,0.692,,,,,,,,,,,,,e,d,,,1,1,0
Universität Siegen,Fakultät IV: Naturwissenschaftlich-Technische Fakultät at the Uni Siegen,,,0,,,,,,,,,,,,,,,,,,,1,0,0
Universität Siegen,Fakultät IV: Naturwissenschaftlich-Technische Fakultät at the Uni Siegen,40,40,0,,,,,,,,,,,,,,,,,,,2,4,0
Universität Siegen,Fakultät IV: Naturwissenschaftlich-Technische Fakultät at the Uni Siegen,190,190,0,b,,0.181,,,,,,,,,,,,,b,,e,0,1,0
Universität Siegen,Fakultät IV: Naturwissenschaftlich-Technische Fakultät at the Uni Siegen,260,61,199,b,,0.484,,,,,,,,,,,,e,c,,,1,1,0
Universität Siegen,Fakultät I: Philosophische Fakultät at the Uni Siegen,820,289,531,,0.674,0.485,2.3,2.5,,2.2,2.6,,,3,2.6,,,e,e,,,2,3,0
Universität Siegen,Fakultät II: Bildung - Architektur - Künste at the Uni Siegen,70,,70,,,,,,,,,,,,,,,,,,,1,1,0
Universität Siegen,Fakultät I: Philosophische Fakultät at the Uni Siegen,130,30,100,,0.913,,,,,,,,,,,,,d,d,,,2,3,0
Universität Siegen,Fakultät II: Department Erziehungswissenschaft und Psychologie at the Uni Siegen,"1,480",,"1,480",,0.867,,2.4,2.5,2.9,3.2,2.7,3.1,3,3.2,2.7,2.9,3,,,d,,1,1,0
Bergische Universität Wuppertal,Fakultät für Architektur und Bauingenieurwesen at the Uni Wuppertal,460,160,300,b,0.855,0.595,2,2.3,2.4,1.7,2.3,2.7,2.8,2.3,2.2,3.6,2.1,e,d,,,1,1,0
Bergische Universität Wuppertal,Fakultät für Mathematik und Naturwissenschaften at the Uni Wuppertal,10,,10,c,0.418,,,,,,,,,,,,,,,,,1,0,0
Bergische Universität Wuppertal,Fakultät für Mathematik und Naturwissenschaften at the Uni Wuppertal,810,80,730,c,,,,2.2,,1.3,,,,,,,1.8,,,,,2,2,0
Bergische Universität Wuppertal,Fakultät für Architektur und Bauingenieurwesen at the Uni Wuppertal,850,190,660,b,0.535,0.377,,,,,2.7,2.7,,2.3,,2.3,,d,d,c,c,2,2,0
Bergische Universität Wuppertal,Fakultät für Wirtschaftswissenschaft at the Uni Wuppertal,"2,880",,"2,880",b,0.679,0.592,2.5,2.3,2.5,2,2.7,3.2,2.5,2.4,2,2.6,2.2,,,,,3,6,0
Bergische Universität Wuppertal,Fakultät für Human- und Sozialwissenschaften at the Uni Wuppertal,420,120,300,,0.525,0.133,,,,,,,,,,,,,,,,0,0,0
Bergische Universität Wuppertal,"Fakultät für Elektrotechnik, Informationstechnik und Medientechnik at the Uni Wuppertal","1,310",270,"1,040",b,0.465,0.814,2,2,2,1.8,,,,,,,1.9,d,d,c,d,4,2,0
Bergische Universität Wuppertal,Fakultät für Geistes- und Kulturwissenschaften at the Uni Wuppertal,650,20,630,,0.293,,,,,,,,,,,,,,,,,0,0,0
Bergische Universität Wuppertal,Fakultät für Human- und Sozialwissenschaften at the Uni Wuppertal,70,,70,,,,,,,,,,,,,,,,,,,0,0,0
Bergische Universität Wuppertal,Fakultät für Geistes- und Kulturwissenschaften at the Uni Wuppertal,"2,150",30,"2,120",,0.647,,,,,,,,,,,,,,,,,0,0,0
Bergische Universität Wuppertal,"Fakultät für Elektrotechnik, Informationstechnik und Medientechnik at the Uni Wuppertal",570,,570,b,0.415,0.698,,,,2.1,2.9,,3.4,2.6,2.2,2.6,,,d,e,,1,3,0
Bergische Universität Wuppertal,Fakultät für Architektur und Bauingenieurwesen at the Uni Wuppertal,440,,440,,0.525,0.58,2.5,2.6,3,2,,,,2.1,2,2.8,,,,,,1,1,0
Bergische Universität Wuppertal,Fakultät für Maschinenbau und Sicherheitstechnik at the Uni Wuppertal,,,0,,,,,,,,,,,,,,,,,,,0,0,0
Bergische Universität Wuppertal,Fakultät für Mathematik und Naturwissenschaften at the Uni Wuppertal,"1,620",66,"1,554",,0.667,,,,,,,,,,,,,e,d,,,5,3,0
Bergische Universität Wuppertal,Fakultät für Maschinenbau und Sicherheitstechnik at the Uni Wuppertal,,,0,,,,,,,,,,,,,,,,,,,0,0,0
Bergische Universität Wuppertal,Fakultät für Maschinenbau und Sicherheitstechnik at the Uni Wuppertal,"1,050",,"1,050",,0.275,0.353,1.8,2,1.8,1.5,,,,,,,1.5,,,,,0,0,0
Bergische Universität Wuppertal,Fakultät für Mathematik und Naturwissenschaften at the Uni Wuppertal,680,121,559,b,,,1.4,1.5,1.7,1.5,1.6,,,1.6,1.3,1.3,,e,d,,,3,2,0
Bergische Universität Wuppertal,Fakultät für Human- und Sozialwissenschaften at the Uni Wuppertal,440,,440,,0.605,,,,,,,,,,,,,,,,,0,0,0
Bergische Universität Wuppertal,Fakultät für Human- und Sozialwissenschaften at the Uni Wuppertal,550,170,380,c,0.888,0.612,,,,,,,,2.2,1.7,,,d,d,,,1,1,0
Bergische Universität Wuppertal,Fakultät für Geistes- und Kulturwissenschaften at the Uni Wuppertal,40,10,30,b,0.227,,,,,,,,,,,,,b,b,,,3,3,0
Bergische Universität Wuppertal,Fakultät für Human- und Sozialwissenschaften at the Uni Wuppertal,100,,100,e,0.457,0.182,,,,,,,,,,,,,,e,,1,0,0
Psychologische Hochschule Berlin,Studiengang Psychologie at the PHB Berlin (priv.),360,340,20,b,,,,,,,,,,,,,,,e,,,1,5,0
Hasso-Plattner-Institut für Digital Engineering gGmbH,Digital Engineering Fakultät (an der Universität Potsdam) at the H.-Plattner-Inst./Uni Potsdam,660,226,434,b,0.993,0.263,1.4,1.3,1.7,1.2,1.5,1.2,1.4,1.1,1.5,1.3,1.3,c,b,c,d,1,3,0
Staatliche Akademie der Bildenden Künste Stuttgart,Studiengang Architektur at the ABK Stuttgart,150,80,70,,0.957,0.438,1.6,2.3,2,1.5,1.8,,,,2.2,,1.7,e,e,,,1,1,0
MSH Medical School Hamburg,Studienfach Advanced Nursing Practice at the MSH Medical School Hamburg (priv.),30,24,6,c,,,,,,,,,,,,,,,,e,,1,1,0
MSH Medical School Hamburg,Fakultät Humanwissenschaften at the MSH Medical School Hamburg (priv.),"1,550",520,"1,030",b,0.993,0.966,,,,,2.1,2.3,,1.5,1.9,1.9,,e,e,,,1,3,0
MSH Medical School Hamburg,Fakultät Gesundheitswissenschaften at the MSH Medical School Hamburg (priv.),260,,260,b,,,2.3,2.3,,,2.4,2.4,,2.9,3.4,3.2,,,,b,d,1,1,0
Universität der Künste Berlin,Fakultät Gestaltung at the UdK Berlin,330,120,210,d,0.796,0.667,1.8,2.2,1.9,1.7,2.1,2.3,2.1,1.9,1.6,1.9,1.7,b,b,,,1,1,0
CODE - University of Applied Sciences,Studiengang Product Management at the CODE UAS Berlin (priv.),70,,70,,,,,,,,,,,,,,,,,,,1,0,0
Alanus Hochschule für Kunst und Gesellschaft,Fachbereich Architektur at the Alanus HS/Alfter (priv.),110,20,90,c,0.76,,1.5,1.6,2.1,1.3,1.6,2.1,2.2,1.9,1.7,,1.7,e,d,,,1,1,0
Alanus Hochschule für Kunst und Gesellschaft,Fachbereich Wirtschaft at the Alanus HS/Alfter (priv.),260,,260,c,0.827,,1.7,1.9,2.2,1.7,1.9,,2.6,1.7,2.8,3.7,1.8,,,,,3,1,0
Alanus Hochschule für Kunst und Gesellschaft,Fachbereich Bildungswissenschaft at the Alanus HS/Alfter (priv.),490,170,320,,0.875,0.61,,,,,,,,,,,,,,,,0,0,0
International Psychoanalytic University Berlin,Fachbereich Psychologie at the IPU Berlin (priv.),570,340,230,b,0.87,0.664,,,,,,1.9,,1.4,1.5,1.6,,e,d,,,1,3,0
Hochschule Aalen - Technik und Wirtschaft,Fakultät Wirtschaftswissenschaften at the HS Aalen,910,,910,b,0.874,0.838,1.6,1.6,1.7,1.4,1.8,1.7,1.6,1.8,1.4,1.6,1.6,c,c,b,c,2,3,0
Hochschule Aalen - Technik und Wirtschaft,Fakultät Wirtschaftswissenschaften at the HS Aalen,370,,370,b,,0.885,1.6,1.7,1.8,1.5,1.7,1.8,1.6,1.8,1.5,2,1.6,d,c,b,d,1,4,0
Hochschule Aalen - Technik und Wirtschaft,Fakultät Wirtschaftswissenschaften at the HS Aalen,80,,80,b,,,,,,,,,,,,,,,,b,,1,0,0
Hochschule Aalen - Technik und Wirtschaft,Fakultät Chemie at the HS Aalen,220,,220,,0.636,0.917,,,,,,,,,,,,,,,,0,0,0
Hochschule Aalen - Technik und Wirtschaft,Fachbereich Elektronik und Informatik at the HS Aalen,410,35,375,a,0.698,,,,,,,,,,,,,c,c,c,,1,1,0
Hochschule Aalen - Technik und Wirtschaft,Fakultät Elektronik und Informatik at the HS Aalen,190,90,100,b,0.844,,1.6,1.9,2,1.6,1.8,2,1.8,,,1.9,2.2,d,,b,,1,0,0
Hochschule Aalen - Technik und Wirtschaft,Fakultät Wirtschaftswissenschaften at the HS Aalen,480,,480,b,0.888,0.976,1.7,1.6,1.7,1.5,1.6,1.8,1.7,1.7,1.4,1.5,1.6,c,d,b,c,1,1,0
Hochschule Aalen - Technik und Wirtschaft,Fakultät Maschinenbau und Werkstofftechnik at the HS Aalen,20,,20,b,,0.933,,,,,,,,,,,,,,b,,9,6,0
Hochschule Aalen - Technik und Wirtschaft,Fakultät Maschinenbau und Werkstofftechnik at the HS Aalen,20,,20,b,,0.933,,,,,,,,,,,,,,b,,9,6,0
Hochschule Aalen - Technik und Wirtschaft,Fakultät Maschinenbau und Werkstofftechnik at the HS Aalen,20,,20,b,,0.933,,,,,,,,,,,,,,b,,9,6,0
Hochschule Aalen - Technik und Wirtschaft,Fakultät Optik und Mechatronik at the HS Aalen,450,50,400,b,0.875,0.95,2,2.3,2.2,1.9,2.1,2,2,1.9,,2,2,d,d,c,d,2,1,0
Hochschule Albstadt-Sigmaringen,Fakultät Life Sciences at the HS Albs.-Sig./Sigmaringen,330,,330,b,0.784,0.388,2,2.1,2.3,1.7,2.3,2,2,1.8,2.2,1.8,2,,,b,c,3,1,0
Hochschule Albstadt-Sigmaringen,Fakultät Business Science and Management at the HS Albs.-Sig./Sigmaringen,630,,630,,0.663,0.923,1.8,1.7,2,1.5,1.9,1.9,1.7,1.6,2.1,1.7,1.7,,,,,1,3,0
Hochschule Albstadt-Sigmaringen,Fakultät Life Sciences at the HS Albs.-Sig./Sigmaringen,330,,330,b,0.784,0.388,2,2.1,2.3,1.7,2.3,2,2,1.8,2.2,1.8,2,,,b,c,3,1,0
Hochschule Albstadt-Sigmaringen,Fakultät Life Sciences at the HS Albs.-Sig./Sigmaringen,80,,80,b,,0.941,,,,,,,,,,,,,d,c,c,1,1,0
Hochschule Albstadt-Sigmaringen,Fakultät Life Sciences at the HS Albs.-Sig./Sigmaringen,330,,330,b,0.784,0.388,2,2.1,2.3,1.7,2.3,2,2,1.8,2.2,1.8,2,,,b,c,3,1,0
HBC. Hochschule Biberach,Fakultät Architektur und Energie-Ingenieurwesen at the HS Biberach,320,40,280,c,0.983,0.7,2,2.4,2.6,2.1,2.1,2.5,2.1,2.4,2,2.1,2.1,e,e,,,1,1,0
HBC. Hochschule Biberach,Fakultät Biotechnologie at the HS Biberach,480,,480,c,0.96,,2.1,2.3,2.3,1.8,2.5,1.9,2.4,1.5,2.3,2.5,2,,,d,d,2,3,0
HBC. Hochschule Biberach,Fakultät Betriebswirtschaft at the HS Biberach,680,,680,a,0.933,0.508,1.9,2.1,2.1,1.9,2.4,2.1,2,2.7,1.9,2,2.2,d,d,b,c,2,4,0
HBC. Hochschule Biberach,Fakultät Bauingenieurwesen und Projektmanagement at the HS Biberach,660,90,570,b,0.846,0.765,,,,,1.9,1.7,,2,,1.6,,d,c,c,d,3,3,0
HBC. Hochschule Biberach,Fakultät Architektur und Energie-Ingenieurwesen at the HS Biberach,240,,240,c,0.815,0.788,2.1,,2.3,1.7,2.4,2.3,1.8,2.5,1.9,1.9,2.1,,,c,d,1,1,0
Fachhochschule des Mittelstands (FHM),Fachbereich Wirtschaft (Bielefeld) at the FH des Mittelstands/Bielefeld (priv.),300,,300,a,0.963,1,2,,2.2,1.7,,1.8,,2.6,2.4,1.9,2,d,d,b,c,6,2,0
Fachhochschule des Mittelstands (FHM),Fachbereich Personal/Gesundheit/Soziales (Bielefeld) at the FH des Mittelstands/Bielefeld (priv.),30,,30,b,,,,,,,,,,,,,,,,b,,1,0,0
Fachhochschule des Mittelstands (FHM),Fachbereich Wirtschaft (Bielefeld) at the FH des Mittelstands/Bielefeld (priv.),,,0,,,,,,,,,,,,,,,,,,,0,0,0
Fachhochschule des Mittelstands (FHM),Fachbereich Wirtschaft (Bielefeld) at the FH des Mittelstands/Bielefeld (priv.),30,,30,,,,,,,,,,,,,,,,,,,1,0,0
Fachhochschule des Mittelstands (FHM),Fachbereich Personal/Gesundheit/Soziales (Bielefeld) at the FH des Mittelstands/Bielefeld (priv.),100,,100,b,1,,,,,,,,,,,,,,,c,,2,1,0
Hochschule Esslingen,Fakultät Angewandte Naturwissenschaften at the HS Esslingen,240,,240,b,0.726,1,1.8,1.9,2.2,1.5,2.2,1.8,,2,1.6,2,1.6,,,a,c,2,1,0
Hochschule Esslingen,Fakultät Betriebswirtschaft at the HS Esslingen,640,,640,c,0.921,0.88,2.2,2.3,2.2,1.7,2.3,2.1,2.3,2.4,1.8,2.2,2.2,c,e,b,c,2,1,0
Hochschule Esslingen,Fakultät Graduate School at the HS Esslingen,50,,50,,,1,,,,,,,,,,,,,,,,0,1,0
Hochschule Esslingen,Fakultät Informationstechnik at the HS Esslingen,270,,270,,0.487,,,,,,,,,,,,,,,,,0,0,0
Hochschule Esslingen,Fakultät Angewandte Naturwissenschaften at the HS Esslingen,240,,240,b,0.726,1,1.8,1.9,2.2,1.5,2.2,1.8,,2,1.6,2,1.6,,,a,c,2,1,0
Hochschule Esslingen,Fakultät Informationstechnik at the HS Esslingen,540,20,520,,0.744,,,,,,,,,,,,,,,,,0,0,0
Hochschule Esslingen,Fakultät Maschinenbau at the HS Esslingen,750,90,660,b,0.846,1,1.7,1.9,2.2,1.5,1.7,1.5,,1.8,,1.8,2,,,a,c,1,2,0
Hochschule Esslingen,Fakultät Fahrzeugtechnik at the HS Esslingen,690,50,640,c,0.82,1,,,,,2.3,1.9,,2.5,,2.4,,,,a,c,1,1,0
Hochschule Esslingen,Fakultät Fahrzeugtechnik at the HS Esslingen,90,,90,c,,,,,,,,,,,,,,,,b,,1,0,0
Hochschule Esslingen,"Fakultät Soziale Arbeit, Gesundheit und Pflege at the HS Esslingen",260,24,236,d,0.983,,2,2.1,2.7,1.6,2.1,2.3,2.2,2.6,2,1.9,2,,,c,d,2,1,0
Hochschule Esslingen,Fakultät Gebäude-Energie-Umwelt at the HS Esslingen,390,40,350,c,0.92,1,2.7,3.3,3.2,2.5,3.1,2.8,,3.5,,3,3.1,,,d,,1,1,0
Hochschule Esslingen,"Fakultät Soziale Arbeit, Gesundheit und Pflege at the HS Esslingen",720,,720,c,0.95,,2.1,2.2,2.1,2,2.1,2.3,1.8,2.9,2.2,2.1,2,,,b,e,1,2,0
Hochschule Furtwangen,Fakultät Wirtschaft at the HS Furtwangen,,,0,,,,,,,,,,,,,,,,,,,0,0,0
Hochschule Furtwangen,Fakultät Wirtschaftsinformatik at the HS Furtwangen,570,,570,c,0.871,0.947,1.6,1.6,1.6,1.5,1.6,1.6,1.5,1.7,1.2,1.6,1.6,c,b,b,c,3,2,0
Hochschule Furtwangen,Fakultät Informatik at the HS Furtwangen,600,61,539,a,0.851,1,,,,,,,,,,,,c,d,a,,4,2,0
Hochschule Furtwangen,Fakultät Wirtschaftsingenieurwesen at the HS Furtwangen,570,,570,b,0.846,1,1.6,1.6,1.7,1.3,1.8,1.8,1.6,1.7,1.4,1.6,1.5,c,d,b,a,3,2,0
Hochschule Heilbronn,Studiengänge Tourismus at the HS Heilbronn,510,,510,b,0.94,0.37,2.2,2.3,2.1,2.3,2.6,2.3,1.8,,,,,b,c,a,c,1,2,0
Hochschule Heilbronn,Studiengänge Logistik & Mobilität (LM) at the HS Heilbronn,550,,550,c,0.72,0.969,1.9,2,2.1,1.6,2.1,1.9,1.8,1.6,1.9,2.1,1.8,d,,a,,2,0,0
Hochschule Heilbronn,Studiengänge Internationale Betriebswirtschaft (IB) at the HS Heilbronn,900,,900,b,0.82,0.813,1.7,1.6,1.5,1.7,1.7,1.6,1.5,1.2,1.4,1.5,1.6,b,b,a,d,1,1,0
Hochschule Heilbronn,"Studiengänge Hotel- und Restaurantmangement, Weinmanagement at the HS Heilbronn",240,,240,b,0.774,0.969,,,,2.3,2.2,,2,1.2,1.9,2,1.9,c,,a,,2,0,0
Hochschule Heilbronn,Studiengang Betriebswirtschaft und Unternehmensführung (BU) at the HS Heilbronn,570,,570,b,0.72,0.969,1.6,1.5,1.5,1.4,1.7,1.6,1.5,1.2,1.4,1.5,1.5,b,,a,,1,0,0
Hochschule Heilbronn,Heilbronn University Graduate School (HUGS) at the HS Heilbronn,170,,170,,0.72,0.966,,,,,,,,,,,,,b,,b,0,2,0
Hochschule Heilbronn,Fakultät Wirtschaft und Verkehr (WV) at the HS Heilbronn,330,,330,c,0.4,,,,2.2,,2.1,,,1.4,1.8,2,,d,,b,,1,1,0
Hochschule Heilbronn,Fakultät Informatik at the HS Heilbronn,640,130,510,c,0.661,0.791,,,,,,,,,,,,d,d,a,,3,2,0
Hochschule Heilbronn,Fakultät für Technik 1 - Mechanik und Elektronik (T1) at the HS Heilbronn,150,30,120,c,0.591,,,,,,,,,,,,,d,d,c,d,1,1,0
Hochschule Heilbronn,Fakultät für Technik 1 - Mechanik und Elektronik (T1) at the HS Heilbronn,410,50,360,b,0.413,0.938,,,,,2,2,,2.1,,1.9,,,,c,d,2,1,0
Hochschule Heilbronn,Fakultät für Technik 1 - Mechanik und Elektronik (T1) at the HS Heilbronn,590,50,540,b,0.778,,2,1.8,2,1.6,1.9,1.8,1.7,2.1,,1.6,1.9,c,d,b,d,4,2,0
Hochschule Heilbronn,Fakultät Technische Prozesse (TP) at the HS Heilbronn,230,30,200,b,0.582,1,2.1,2.1,2.2,1.9,2.2,2.2,2.1,2.3,,2,2.3,,,a,c,1,1,0
Hochschule Karlsruhe - Technik und Wirtschaft,Fakultät für Architektur und Bauwesen at the HS Karlsruhe,300,80,220,,0.972,0.946,1.8,2.1,2.1,1.8,,2,2.1,1.9,1.9,2,1.7,e,d,,,1,1,0
Hochschule Karlsruhe - Technik und Wirtschaft,Fakultät für Wirtschaftswissenschaften (W) at the HS Karlsruhe,780,,780,a,0.867,0.952,2.2,2.1,2.3,1.7,2.4,2.1,2.4,2,1.8,1.7,2.1,c,c,b,d,1,2,0
Hochschule Karlsruhe - Technik und Wirtschaft,Fakultät für Informatik und Wirtschaftsinformatik (IWI) at the HS Karlsruhe,710,,710,b,0.834,0.88,2.1,1.8,2.1,1.6,2.2,1.8,1.9,2.8,2,2.9,2,c,c,a,c,2,1,0
Hochschule Karlsruhe - Technik und Wirtschaft,Fakultät für Architektur und Bauwesen at the HS Karlsruhe,880,200,680,c,0.845,0.883,2.2,2.7,2.9,1.9,2.4,2.4,2.7,1.9,,2,2.3,d,d,c,d,3,3,0
Hochschule Karlsruhe - Technik und Wirtschaft,Fakultät für Informatik und Wirtschaftsinformatik at the HS Karlsruhe,700,120,580,c,0.817,0.808,,,,,,,,,,,,e,c,c,,2,1,0
Hochschule Karlsruhe - Technik und Wirtschaft,Fakultät für Elektro- und Informationstechnik at the HS Karlsruhe,380,250,130,b,,0.428,1.7,2.1,2,1.6,,,1.8,,,,2,d,b,c,d,1,2,0
Hochschule Karlsruhe - Technik und Wirtschaft,Fakultät für Wirtschaftswissenschaften (W) at the HS Karlsruhe,"1,060",,"1,060",b,0.711,0.985,2.2,2.1,2.1,1.8,2.4,2,1.9,2,1.6,1.8,2.1,c,d,b,c,1,2,0
Hochschule Karlsruhe - Technik und Wirtschaft,Fakultät für Maschinenbau und Mechatronik at the HS Karlsruhe,370,50,320,a,0.571,0.727,,,,,3.2,,,2.9,,2.3,,,,b,c,1,1,0
Hochschule Karlsruhe - Technik und Wirtschaft,Fakultät für Maschinenbau und Mechatronik at the HS Karlsruhe,760,110,650,a,0.462,0.627,,,,,1.7,1.8,,2,,1.7,,,,b,d,1,1,0
Hochschule Karlsruhe - Technik und Wirtschaft,Fakultät für Maschinenbau und Mechatronik at the HS Karlsruhe,410,60,350,a,0.538,0.829,2.3,2.4,2,1.9,2.1,2,1.8,2.3,,1.9,2.2,,b,,c,1,2,0
"Hochschule Konstanz - Technik, Wirtschaft und Gestaltung",Fakultät Architektur und Gestaltung at the HTWG Konstanz,380,100,280,c,0.98,0.283,,,,,,,,,,,,e,d,,,2,1,0
"Hochschule Konstanz - Technik, Wirtschaft und Gestaltung","Fakultät Wirtschafts-, Kultur- und Rechtswissenschaften at the HTWG Konstanz",390,,390,,0.762,1,,,,,,,,,,,,,,,,0,0,0
"Hochschule Konstanz - Technik, Wirtschaft und Gestaltung",Fakultät Informatik at the HTWG Konstanz,460,,460,,0.541,1,,,,,,,,,,,,,,,,0,0,0
"Hochschule Konstanz - Technik, Wirtschaft und Gestaltung",Fakultät Bauingenieurwesen at the HTWG Konstanz,,,0,,,,,,,,,,,,,,,,,,,0,0,0
"Hochschule Konstanz - Technik, Wirtschaft und Gestaltung","Fakultät Wirtschafts-, Kultur- und Rechtswissenschaften at the HTWG Konstanz",290,,290,,0.764,0.92,2.2,2.2,2.4,,2.5,2.2,2.4,1.6,2.1,1.7,2.1,e,d,b,c,0,2,0
"Hochschule Konstanz - Technik, Wirtschaft und Gestaltung",Fakultät Informatik at the HTWG Konstanz,340,104,236,,0.953,0.81,,,,,,,,,,,,,,,,0,0,0
"Hochschule Konstanz - Technik, Wirtschaft und Gestaltung",Fakultät Elektrotechnik und Informationstechnik at the HTWG Konstanz,800,110,690,b,0.732,,,,,,,,,,,,,d,d,b,d,2,2,0
"Hochschule Konstanz - Technik, Wirtschaft und Gestaltung",Fakultät Bauingenieurwesen at the HTWG Konstanz,,,0,,,,,,,,,,,,,,,,,,,0,0,0
"Hochschule Konstanz - Technik, Wirtschaft und Gestaltung",Fakultät Maschinenbau at the HTWG Konstanz,400,,400,b,0.793,0.842,2.3,2.2,2.4,1.6,2.1,2.5,2.1,2.5,1.5,1.8,2,c,d,c,c,1,1,0
"Hochschule Konstanz - Technik, Wirtschaft und Gestaltung",Fakultät Bauingenieurwesen at the HTWG Konstanz,160,,160,,0.636,1,,,,,,,,,,,,,,,,0,0,0
"Hochschule Konstanz - Technik, Wirtschaft und Gestaltung",Fakultät Elektrotechnik und Informationstechnik at the HTWG Konstanz,250,,250,b,0.752,1,2.1,,2.1,1.8,,2.1,,2.6,1.6,2.1,1.7,d,,c,,1,0,0
"Hochschule Konstanz - Technik, Wirtschaft und Gestaltung",Fakultät Maschinenbau at the HTWG Konstanz,590,,590,,0.523,0.923,,,,,,,,,,,,,,,,0,0,0
"Hochschule Konstanz - Technik, Wirtschaft und Gestaltung",Fakultät Maschinenbau at the HTWG Konstanz,30,30,0,,,0.514,,,,,,,,,,,,,c,,c,0,1,0
"Hochschule Konstanz - Technik, Wirtschaft und Gestaltung",Fakultät Maschinenbau at the HTWG Konstanz,90,30,60,b,0.85,0.857,1.7,,,1.3,1.7,,,1.3,,1.6,,,,a,,1,0,0
Hochschule Mannheim,Fakultät für Biotechnologie at the HS Mannheim,510,,510,c,0.92,0.726,2,2.1,2.3,1.6,2.4,1.9,1.9,2.3,1.6,1.8,2,,,c,d,2,1,0
Hochschule Mannheim,Fakultät für Informatik at the HS Mannheim,230,,230,,0.1,,,,,,,,,,,,,,,,,0,0,0
Hochschule Mannheim,Fachbereich Informatik at the HS Mannheim,480,56,424,,0.652,0.958,,,,,,,,,,,,,,,,0,0,0
Hochschule Mannheim,Fakultät für Informationstechnik (N) at the HS Mannheim,720,140,580,b,0.715,0.724,,,,,2.4,2.2,,2.4,,1.7,,d,c,a,c,3,2,0
Hochschule Mannheim,Fakultät für Elektrotechnik (E) at the HS Mannheim,600,40,560,b,0.488,0.827,,,,,2.2,1.8,,2,,1.5,,c,d,b,c,2,1,0
