name,department_name,total_number_of_students,number_of_master_degree_students,number_of_bachelors_degree_students,total_score_for_support_in_the_study_entry_phase,graduations_in_appropriate_time_undergraduate_degrees,graduations_in_appropriate_time_masters,teacher_support,support_in_studies,courses_offered,study_organisation,exams,job_market_preparation,support_for_stays_abroad,rooms,library,it_infrastructure,overall_study_situation,international_orientation_bachelors,international_orientation_masters,contact_with_work_environment_bachelors,contact_with_work_environment_masters,bachelors,masters,phds
Technische Universität Carolo-Wilhelmina zu Braunschweig,Fakultät Lebenswissenschaften at the TU Braunschweig,430,140,290,c,0.902,0.732,1.9,2.1,2.7,1.5,2.1,2.3,3.6,2.1,1.8,1.7,2.1,d,e,,,1,1,0
Technische Universität Carolo-Wilhelmina zu Braunschweig,Fakultät für Geistes- und Erziehungswissenschaften at the TU Braunschweig,,,0,c,,,,,,,,,,,,,,,,,,0,0,0
Technische Universität Clausthal,Fakultät für Energie- und Wirtschaftswissenschaften at the TU Clausthal,740,,740,b,0.382,0.349,2.2,,,,3,,,2.6,,,1.8,,,,,1,1,0
Technische Universität Clausthal,Fakultät für Mathematik / Informatik und Maschinenbau at the TU Clausthal,300,,300,b,0.65,,1.5,1.4,1.8,1.2,1.8,,,1.6,1.5,1.4,1.4,d,d,,,1,1,0
Technische Universität Clausthal,Fakultät für Mathematik / Informatik und Maschinenbau at the TU Clausthal,540,170,370,a,0.306,0.455,,,,,2.6,2,,2,,1.9,,,,d,d,2,2,0
Technische Universität Clausthal,Fakultät für Natur- und Materialwissenschaften at the TU Clausthal,230,49,181,b,,,,1.6,,1.4,,,,,,,2,,,,,1,1,0
Technische Universität Clausthal,Fakultät für Mathematik / Informatik und Maschinenbau at the TU Clausthal,450,105,345,c,0.613,0.458,,,,,,,,,,,,d,b,e,d,2,2,0
Technische Universität Clausthal,Fakultät für Energie- und Wirtschaftswissenschaften at the TU Clausthal,260,90,170,b,0.414,,,,,,,,,,,,,c,b,d,d,1,1,0
Technische Universität Clausthal,Fakultät für Energie- und Wirtschaftswissenschaften at the TU Clausthal,150,24,126,d,,,,,,,,,,,,,,,c,,d,0,1,0
Technische Universität Clausthal,Fakultät für Energie- und Wirtschaftswissenschaften at the TU Clausthal,540,,540,b,0.36,0.599,1.7,1.6,2.3,1.5,2.5,,1.7,2.3,1.4,2.1,1.4,d,c,d,c,1,1,0
Technische Universität Clausthal,Fakultät für Natur- und Materialwissenschaften at the TU Clausthal,170,60,110,b,,,1.7,1.7,1.7,1.6,2.5,2.3,1.8,2,,2,1.7,,,c,c,1,1,0
Technische Universität Clausthal,Fakultät für Mathematik / Informatik und Maschinenbau at the TU Clausthal,540,170,370,a,0.306,0.455,,,,,2.6,2,,2,,1.9,,,,d,d,2,2,0
Georg-August-Universität Göttingen,Fakultät für Biologie und Psychologie at the Uni Göttingen,"2,020",475,"1,545",c,0.398,,2.5,2.3,3,2.4,2.5,2.8,2.2,2.2,,,2.6,,,,,3,5,0
Georg-August-Universität Göttingen,Wirtschaftswissenschaftliche Fakultät at the Uni Göttingen,"2,230",,"2,230",b,0.809,0.619,1.9,1.6,1.7,1.6,1.8,2.1,1.6,1.9,1.4,1.5,1.6,,,,,1,5,0
Georg-August-Universität Göttingen,Wirtschaftswissenschaftliche Fakultät at the Uni Göttingen,520,,520,b,0.742,0.837,2,1.9,2.1,1.8,1.9,2.3,2,2,1.7,1.9,1.8,d,c,d,c,1,1,0
Georg-August-Universität Göttingen,Fakultät für Chemie at the Uni Göttingen,810,152,658,c,,,,2.5,,1.7,,,,,,,1.9,,,,,1,1,0
Georg-August-Universität Göttingen,Fakultät für Mathematik und Informatik at the Uni Göttingen,600,125,475,,0.8,0.267,,,,,,,,,,,,,,,,0,0,0
Georg-August-Universität Göttingen,Medizinische Fakultät at the Uni Göttingen,590,,590,d,0.908,,,,3.1,,2.4,1.7,,,1.7,1.5,,,,,,0,1,0
Georg-August-Universität Göttingen,Wirtschaftswissenschaftliche Fakultät at the Uni Göttingen,"2,030",,"2,030",b,0.696,0.478,2.2,1.9,2,1.6,1.9,2.5,1.6,2,1.6,1.6,1.8,,,,,2,4,0
Georg-August-Universität Göttingen,Sozialwissenschaftliche Fakultät at the Uni Göttingen,360,40,320,,0.792,,,,,,,,,,,,,,,e,d,1,1,0
Georg-August-Universität Göttingen,Philosophische Fakultät at the Uni Göttingen,720,160,560,,0.827,0.538,,,,,,,,,,,,,,,,0,0,0
Georg-August-Universität Göttingen,Fakultät für Geowissenschaften und Geographie at the Uni Göttingen,660,116,544,c,0.81,0.978,2.1,1.9,2.6,1.9,2.3,2.9,2.5,2.1,1.8,1.7,1.8,e,e,c,d,1,1,0
Georg-August-Universität Göttingen,Fakultät für Geowissenschaften und Geographie at the Uni Göttingen,680,152,528,c,0.857,0.978,1.8,2.1,2,1.5,2.5,2.6,2.4,2.2,1.9,2,1.8,e,e,d,c,2,2,0
Georg-August-Universität Göttingen,Philosophische Fakultät at the Uni Göttingen,910,150,760,,0.802,0.407,,,,,,,,,,,,,,,,0,0,0
Georg-August-Universität Göttingen,Juristische Fakultät at the Uni Göttingen,"3,160",,"3,160",d,,,2.6,2.6,2.6,2,3,2.8,2.3,2.3,1.7,1.9,2.1,,,,,1,4,0
Georg-August-Universität Göttingen,Fakultät für Mathematik und Informatik at the Uni Göttingen,620,132,488,a,0.87,0.985,,,,,,,,,,,,d,b,,,3,1,0
Georg-August-Universität Göttingen,Medizinische Fakultät at the Uni Göttingen,"3,140",98,"3,042",d,0.957,,2.3,2.2,2.9,1.7,2,2,2.6,1.8,1.4,1.4,1.8,,b,,,0,5,0
Georg-August-Universität Göttingen,Fakultät für Physik at the Uni Göttingen,850,294,556,b,0.844,1,1.9,1.9,1.8,1.4,1.8,,1.8,1.2,1.5,1.5,1.6,d,c,,,2,1,0
Georg-August-Universität Göttingen,Sozialwissenschaftliche Fakultät at the Uni Göttingen,"1,650",207,"1,443",b,0.839,,2.2,2,2,2.1,2.4,2.6,2.1,1.9,1.7,1.8,2,d,c,,,3,2,0
Georg-August-Universität Göttingen,Biologische Fakultät at the Uni Göttingen,640,200,440,c,0.915,0.667,,,,,2.5,3,,2.5,,1.8,,e,e,,,1,1,0
Georg-August-Universität Göttingen,Philosophische Fakultät at the Uni Göttingen,140,30,110,c,0.375,,,,,,,,,,,,,b,b,,,4,2,0
Georg-August-Universität Göttingen,Sozialwissenschaftliche Fakultät at the Uni Göttingen,580,118,462,,0.696,0.577,,,,,,,,,,,,,3,,,0,0,0
Gottfried Wilhelm Leibniz Universität Hannover,Fakultät Architektur und Landschaft at the Uni Hannover,790,250,540,c,0.942,0.769,2,2.1,2.3,2,2.5,2.6,1.9,2.1,1.7,1.5,2.1,d,c,,,1,1,0
Gottfried Wilhelm Leibniz Universität Hannover,Zentrale Einrichtung Biologie Hannover at the Uni Hannover,900,36,864,b,0.386,,,,,,,3.2,2.5,,,,,,,,,1,1,0
Gottfried Wilhelm Leibniz Universität Hannover,Fakultät für Maschinenbau at the Uni Hannover,"3,290","1,510","1,780",c,0.369,0.489,,,,,2.2,2.6,,2.1,,2.1,,,,,,2,4,0
Gottfried Wilhelm Leibniz Universität Hannover,Naturwissenschaftliche Fakultät at the Uni Hannover,"1,180",97,"1,083",c,,,,,,2,,,,,,,2.4,,,,,4,2,0
Gottfried Wilhelm Leibniz Universität Hannover,Fakultät für Bauingenieurwesen und Geodäsie at the Uni Hannover,"1,800",730,"1,070",b,0.413,0.473,,,,,,,,,,,,b,b,c,c,1,8,0
Gottfried Wilhelm Leibniz Universität Hannover,Fakultät für Elektrotechnik und Informatik at the Uni Hannover,"1,590",271,"1,319",b,0.649,0.431,,,,,,,,,,,,c,b,e,d,2,2,0
Gottfried Wilhelm Leibniz Universität Hannover,Wirtschaftswissenschaftliche Fakultät at the Uni Hannover,"2,900",,"2,900",b,0.943,0.802,2.6,2.4,2.6,2.3,2.6,3,2,2.7,1.9,2.3,2.5,,,,,1,1,0
Gottfried Wilhelm Leibniz Universität Hannover,Philosophische Fakultät at the Uni Hannover,260,260,0,,,0.646,,,,,,,,,,,,,,,,0,1,0
Gottfried Wilhelm Leibniz Universität Hannover,Fakultät für Elektrotechnik und Informatik at the Uni Hannover,200,90,110,b,0.4,,,,,,,,,,,,,d,a,,d,3,2,0
Gottfried Wilhelm Leibniz Universität Hannover,Philosophische Fakultät at the Uni Hannover,380,60,320,d,0.758,,,,,,,,,,,,,d,d,,,2,1,0
Gottfried Wilhelm Leibniz Universität Hannover,Naturwissenschaftliche Fakultät at the Uni Hannover,380,156,224,c,0.891,0.219,2.5,2.7,3.1,2.3,2.8,2.7,2.4,2.5,2.3,2.4,2.4,e,c,c,c,3,2,0
Gottfried Wilhelm Leibniz Universität Hannover,Fakultät für Bauingenieurwesen und Geodäsie at the Uni Hannover,280,120,160,d,0.818,0.929,2.1,,2.8,,,2.4,,1.7,,1.8,2.7,d,b,,,1,2,0
Gottfried Wilhelm Leibniz Universität Hannover,Naturwissenschaftliche Fakultät at the Uni Hannover,390,98,292,b,0.479,0.398,2.2,2.6,2.3,1.6,2.8,,,2.1,,,2.1,e,d,c,c,1,1,0
Gottfried Wilhelm Leibniz Universität Hannover,Philosophische Fakultät at the Uni Hannover,640,120,520,c,0.773,,2.5,2.8,,,2.6,,,,2.2,2.9,,e,d,,,1,2,0
Gottfried Wilhelm Leibniz Universität Hannover,Wirtschaftswissenschaftliche Fakultät at the Uni Hannover,930,,930,b,0.921,0.949,2.5,2.2,2.5,2,2.5,2.9,2.3,2,1.6,2.2,2.2,,d,,d,1,1,0
Gottfried Wilhelm Leibniz Universität Hannover,Fakultät für Elektrotechnik und Informatik at the Uni Hannover,200,90,110,b,0.4,,,,,,,,,,,,,d,a,,d,3,2,0
Gottfried Wilhelm Leibniz Universität Hannover,Juristische Fakultät at the Uni Hannover,"2,380",,"2,380",b,,,2.5,2.1,2.5,2.2,2.6,2.8,2.5,2.5,2,2.4,2.4,,,,,0,4,0
Gottfried Wilhelm Leibniz Universität Hannover,Fakultät für Mathematik und Physik at the Uni Hannover,640,115,525,c,0.735,0.58,,,,,,,,,,,,d,b,,,2,1,0
Gottfried Wilhelm Leibniz Universität Hannover,Fakultät für Maschinenbau at the Uni Hannover,"3,290","1,510","1,780",c,0.369,0.489,,,,,2.2,2.6,,2.1,,2.1,,,,,,2,4,0
Gottfried Wilhelm Leibniz Universität Hannover,Fakultät für Maschinenbau at the Uni Hannover,320,320,0,c,0.281,0.524,,,,,,,,,,,,,b,,,0,1,0
Gottfried Wilhelm Leibniz Universität Hannover,Fakultät für Elektrotechnik und Informatik at the Uni Hannover,300,,300,b,0.34,0.846,2.4,,2.9,2.3,2.6,,,2,,,,d,,,d,1,0,0
Gottfried Wilhelm Leibniz Universität Hannover,Fakultät für Mathematik und Physik at the Uni Hannover,690,161,529,b,0.685,0.657,1.7,1.8,2,1.5,1.5,,1.9,1.7,1.3,1.6,1.7,d,c,,,2,1,0
Gottfried Wilhelm Leibniz Universität Hannover,Philosophische Fakultät at the Uni Hannover,"1,400",123,"1,277",c,0.676,0.5,2.7,3.1,2.8,3.1,3.1,3.4,2.5,3,2.2,2.5,2.9,d,d,,,2,1,0
Gottfried Wilhelm Leibniz Universität Hannover,Philosophische Fakultät at the Uni Hannover,110,,110,,0.792,,,,,,,,,,,,,,,,,0,0,0
Gottfried Wilhelm Leibniz Universität Hannover,Philosophische Fakultät at the Uni Hannover,0,,0,d,0.731,,,,,,,1.8,,,,,,,,,,1,0,0
Medizinische Hochschule Hannover (MHH),Zentrale Einrichtung Biologie Hannover at the MH Hannover,,,0,,,,,,,,,,,,,,,,,,,0,0,0
Medizinische Hochschule Hannover (MHH),"Zentrum für Zahn-, Mund- und Kieferheilkunde at the MH Hannover",550,11,539,,1,,,,,,,,,,,,,,,,,0,0,0
Medizinische Hochschule Hannover (MHH),Studiengang Medizin at the MH Hannover,"2,570",78,"2,492",,0.945,,,,,,,,,,,,,,9,,,0,0,0
Stiftung Tierärztliche Hochschule Hannover,Zentrale Einrichtung Biologie Hannover at the TiHo Hannover,50,54,-4,,,,,,,,,,,,,,,,,,,0,0,0
Stiftung Universität Hildesheim,"Fachbereich 4: Mathematik, Naturwissenschaften, Wirtschaft und Informatik at the Uni Hildesheim",190,,190,,0.778,,,,,,,,,,,,,,,,,0,0,0
Stiftung Universität Hildesheim,"Fachbereich 4: Mathematik, Naturwissenschaften, Wirtschaft und Informatik at the Uni Hildesheim",390,,390,b,0.585,0.879,2.3,2.7,2.8,2.2,2.9,2.9,2.9,2.8,2.3,3,2.5,d,c,c,d,1,1,0
Stiftung Universität Hildesheim,"Fachbereich 4: Mathematik, Naturwissenschaften, Wirtschaft und Informatik at the Uni Hildesheim",70,,70,,,,,,,,,,,,,,,,,,,0,0,0
Stiftung Universität Hildesheim,"Fachbereich 4: Mathematik, Naturwissenschaften, Wirtschaft und Informatik at the Uni Hildesheim",400,156,244,b,0.343,,2,2.2,1.9,1.7,1.9,2.2,2.5,2.1,2.3,2.5,1.8,d,b,b,c,3,3,0
Stiftung Universität Hildesheim,"Fachbereich 4: Mathematik, Naturwissenschaften, Wirtschaft und Informatik at the Uni Hildesheim",250,,250,c,,0.182,,,,,,,,,,,,,,,,1,0,0
Stiftung Universität Hildesheim,Fachbereich I: Erziehungs- und Sozialwissenschaften at the Uni Hildesheim,"1,570",250,"1,320",,0.846,0.358,,,,,,,,,,,,,,,,0,0,0
Stiftung Universität Hildesheim,"Fachbereich 4: Mathematik, Naturwissenschaften, Wirtschaft und Informatik at the Uni Hildesheim",180,55,125,b,0.844,,,,,,,2.7,,,,,,d,d,c,c,2,1,0
Stiftung Universität Hildesheim,"Fachbereich 4: Mathematik, Naturwissenschaften, Wirtschaft und Informatik at the Uni Hildesheim",600,,600,,0.9,,2.5,2.3,3.2,2.6,2.7,,,2.3,2.5,2.5,2.6,,,,,2,0,0
Stiftung Universität Hildesheim,"Fachbereich 4: Mathematik, Naturwissenschaften, Wirtschaft und Informatik at the Uni Hildesheim",40,,40,,,,,,,,,,,,,,,,,,,1,0,0
Stiftung Universität Hildesheim,Fachbereich 1: Erziehungs- und Sozialwissenschaften at the Uni Hildesheim,40,,40,b,0.567,,,,,,,,,,,,,,,,,1,0,0
Stiftung Universität Hildesheim,Fachbereich I: Erziehungs- und Sozialwissenschaften at the Uni Hildesheim,580,210,370,c,0.891,0.525,2.1,2.2,2.7,,2.5,3.1,,2.7,2.6,2.6,2.1,d,d,,,1,1,0
Stiftung Universität Hildesheim,Fachbereich 1: Erziehungs- und Sozialwissenschaften at the Uni Hildesheim,160,32,128,,0.917,,,,,,,,,,,,,,6,,,0,0,0
Leuphana Universität Lüneburg,Fakultät Nachhaltigkeit at the Uni Lüneburg,50,,50,,,,,,,,,,,,,,,,,,,0,0,0
Leuphana Universität Lüneburg,Fakultät Wirtschaftswissenschaften at the Uni Lüneburg,"1,450",,"1,450",,0.81,0.748,,,,,,,,,,,,,,,,0,0,0
Leuphana Universität Lüneburg,Fakultät Wirtschaftswissenschaften at the Uni Lüneburg,300,,300,,0.526,,,,,,,,,,,,,,,,,0,0,0
Leuphana Universität Lüneburg,Fakultät Nachhaltigkeit at the Uni Lüneburg,30,,30,,,,,,,,,,,,,,,,,,,0,0,0
Leuphana Universität Lüneburg,Fakultät Wirtschaftswissenschaften at the Uni Lüneburg,440,,440,,,,,,,,,,,,,,,,,,,0,0,0
Leuphana Universität Lüneburg,Fakultät Wirtschaftswissenschaften at the Uni Lüneburg,150,,150,,0.808,,,,,,,,,,,,,,,,,0,0,0
Leuphana Universität Lüneburg,Fakultät Bildung at the Uni Lüneburg,,,0,,,,,,,,,,,,,,,,,,,0,0,0
Leuphana Universität Lüneburg,Fakultät Bildung at the Uni Lüneburg,20,,20,,,,,,,,,,,,,,,,,,,0,0,0
Leuphana Universität Lüneburg,Fakultät Wirtschaftswissenschaften at the Uni Lüneburg,30,,30,,,1,,,,,,,,,,,,,,,,0,0,0
Leuphana Universität Lüneburg,Fakultät Wirtschaftswissenschaften at the Uni Lüneburg,,,0,,,,,,,,,,,,,,,,,,,0,0,0
Leuphana Universität Lüneburg,Fakultät Bildung at the Uni Lüneburg,,,0,,,,,,,,,,,,,,,,,,,0,0,0
Leuphana Universität Lüneburg,Fakultät Kulturwissenschaften at the Uni Lüneburg,230,28,202,,,,,,,,,,,,,,,,,,,0,0,0
Leuphana Universität Lüneburg,Fakultät Bildung at the Uni Lüneburg,310,120,190,,,0.727,,,,,,,,,,,,,,,,0,0,0
Leuphana Universität Lüneburg,Institut für Sozialarbeit und Sozialpädagogik (IFSP) at the Uni Lüneburg,630,,630,,,,,,,,,,,,,,,,,,,0,0,0
Leuphana Universität Lüneburg,Fakultät Bildung at the Uni Lüneburg,,,0,,,,,,,,,,,,,,,,,,,0,0,0
Carl von Ossietzky Universität Oldenburg,Fakultät V - Mathematik und Naturwissenschaften at the Uni Oldenburg,"1,110",240,870,c,0.685,,,,,,,,,,,,,,,,,1,3,0
Carl von Ossietzky Universität Oldenburg,"Fakultät II Informatik, Wirtschafts- und Rechtswissenschaften at the Uni Oldenburg",660,,660,b,0.653,0.849,,,,,,,,,,,,d,d,d,d,1,1,0
Carl von Ossietzky Universität Oldenburg,Fakultät V - Mathematik und Naturwissenschaften at the Uni Oldenburg,560,93,467,,,,,,,,,,,,,,,,,,,0,0,0
Carl von Ossietzky Universität Oldenburg,"Fakultät II - Informatik, Wirtschafts- und Rechtswissenschaften at the Uni Oldenburg",860,120,740,a,0.818,0.641,1.7,1.8,2.1,1.3,1.6,,,,,1.8,1.5,e,d,d,d,2,2,0
Carl von Ossietzky Universität Oldenburg,"Fakultät II Informatik, Wirtschafts- und Rechtswissenschaften at the Uni Oldenburg","2,590",,"2,590",b,0.841,0.506,2.6,2.5,2.6,2.4,2.6,3.4,2.2,2.6,2.1,2.4,2.5,,,,,6,5,0
Carl von Ossietzky Universität Oldenburg,"Fakultät II Informatik, Wirtschafts- und Rechtswissenschaften at the Uni Oldenburg",,,0,,,,,,,,,,,,,,,,,,,0,0,0
Carl von Ossietzky Universität Oldenburg,Fakultät I - Bildungs- und Sozialwissenschaften at the Uni Oldenburg,"1,180",240,940,,0.833,0.404,2.1,2.4,2.8,2.2,2.3,3.1,2.9,2.4,1.7,2,2.2,,,d,d,3,2,0
Carl von Ossietzky Universität Oldenburg,Fakultät III - Sprach- und Kulturwissenschaften at the Uni Oldenburg,640,20,620,,0.83,,,,,,,,,,,,,,,,,0,0,0
Carl von Ossietzky Universität Oldenburg,Fakultät III - Sprach- und Kulturwissenschaften at the Uni Oldenburg,740,90,650,,0.896,0.588,,,,,,,,,,,,,,,,0,0,0
Carl von Ossietzky Universität Oldenburg,Fakultät V - Mathematik und Naturwissenschaften at the Uni Oldenburg,"1,240",77,"1,163",a,0.75,0.333,,,,,,,,,,,,e,c,,,2,2,0
Carl von Ossietzky Universität Oldenburg,Fakultät für Medizin und Gesundheitswissenschaften at the Uni Oldenburg,240,,240,c,,,2.2,2.8,,,2.7,1.8,,1.6,2.4,1.6,2.5,,,,,0,1,0
Carl von Ossietzky Universität Oldenburg,Fakultät V - Mathematik und Naturwissenschaften at the Uni Oldenburg,"1,190",200,990,c,0.889,0.6,2,2.1,2.2,1.8,1.9,,,2.5,1.6,1.9,2.1,e,d,,,3,2,0
Carl von Ossietzky Universität Oldenburg,Fakultät I - Bildungs- und Sozialwissenschaften at the Uni Oldenburg,"1,050",83,967,d,0.694,,,,,,,,,,,,,e,e,,,1,1,0
Carl von Ossietzky Universität Oldenburg,Fakultät VI - Medizin und Gesundheitswissenschaften at the Uni Oldenburg,170,130,40,,,0.429,,2.1,2.2,2,,,2.7,,,,2.2,,b,,,0,1,0
Carl von Ossietzky Universität Oldenburg,Fakultät IV: Human- und Gesellschaftswissenschaften at the Uni Oldenburg,670,79,591,c,0.825,0.36,2,2.4,2.9,2.7,2.5,,,2.5,1.9,1.9,2.4,,e,,e,0,1,0
Universität Osnabrück,Fachbereich 5 Biologie / Chemie at the Uni Osnabrück,890,129,761,c,0.881,,,,,,,3,2.7,,,,,,,,,2,1,0
Universität Osnabrück,Fachbereich Wirtschaftswissenschaften at the Uni Osnabrück,,,0,,,,,,,,,,,,,,,,,,,0,0,0
Universität Osnabrück,Fachbereich Wirtschaftswissenschaften at the Uni Osnabrück,200,,200,c,,,2.3,2.3,2.5,1.9,2.3,2.8,2.4,2.1,1.8,2.3,2.1,e,d,d,c,1,1,0
Universität Osnabrück,Fachbereich 5 Biologie / Chemie at the Uni Osnabrück,150,,150,,,,,,,,,,,,,,,,,,,0,0,0
Universität Osnabrück,Fachbereich Rechtswissenschaften at the Uni Osnabrück,390,,390,,0.867,,,,,,,,,,,,,,,,,0,1,0
Universität Osnabrück,Fachbereich 6 Mathematik / Informatik at the Uni Osnabrück,780,79,701,d,0.846,0.385,,,,,,,,,,,,e,e,e,d,3,2,0
Universität Osnabrück,Fachbereich Wirtschaftswissenschaften at the Uni Osnabrück,"1,190",,"1,190",c,0.844,,2.3,2.3,2.7,1.9,2.4,3.2,2.4,3.1,2,2.3,2.4,,,,,2,2,0
Universität Osnabrück,Fachbereich Wirtschaftswissenschaften at the Uni Osnabrück,,,0,,,,,,,,,,,,,,,,,,,0,0,0
Universität Osnabrück,Fachbereich 3 Erziehungs- und Kulturwissenschaften at the Uni Osnabrück,330,90,240,,0.768,0.733,,,,,,,,,,,,,,,,0,0,0
Universität Osnabrück,Fachbereich 7 Sprach- und Literaturwissenschaft at the Uni Osnabrück,330,20,310,,0.855,,,,,,,,,,,,,,,,,0,0,0
Universität Osnabrück,Fachbereich 1 Kultur- und Sozialwissenschaften at the Uni Osnabrück,550,169,381,c,0.7,,,,,,,3.1,2.3,,,,,e,e,c,c,1,2,0
Universität Osnabrück,Fachbereich 7 Sprach- und Literaturwissenschaft at the Uni Osnabrück,350,10,340,,0.864,,,,,,,,,,,,,,,,,0,0,0
Universität Osnabrück,Fachbereich Rechtswissenschaften at the Uni Osnabrück,"2,200",,"2,200",a,,,1.9,2.2,1.9,1.7,2.1,2.3,1.8,2.3,1.8,1.9,1.8,,,,,0,2,0
Universität Osnabrück,Fachbereich 6 Mathematik / Informatik at the Uni Osnabrück,380,21,359,d,,,,,,,,,,,,,,d,c,,,2,1,0
Universität Osnabrück,Fachbereich 4 Physik at the Uni Osnabrück,270,24,246,,0.8,,,,,,,,,,,,,,,,,0,0,0
Universität Osnabrück,Fachbereich 1 Kultur- und Sozialwissenschaften at the Uni Osnabrück,850,156,694,d,0.851,,,,,,,,,,,,,d,c,,,3,2,0
Universität Osnabrück,Fachbereich 8 Humanwissenschaften at the Uni Osnabrück,770,220,550,c,0.945,0.797,2.3,1.9,,1.8,2.2,2.9,,2,1.9,1.8,2.4,e,d,,,1,2,0
Universität Osnabrück,Fachbereich 7 Sprach- und Literaturwissenschaft at the Uni Osnabrück,270,10,260,,0.698,,,,,,,,,,,,,,,,,0,0,0
Universität Osnabrück,Fachbereich 3 Erziehungs- und Kulturwissenschaften at the Uni Osnabrück,,,0,d,,,,,,,,,,,,,,,,,,1,0,0
Universität Vechta,Fakultät II - Natur- und Sozialwissenschaften at the Uni Vechta,130,,130,c,0.671,,,,,,,1.8,,,,,,,,,,1,0,0
Universität Vechta,Fakultät I - Bildungs- und Gesellschaftswissenschaften at the Uni Vechta,470,,470,,0.922,,,,,,,,,,,,,,,,,0,0,0
Universität Vechta,Fakultät III - Geistes- und Kulturwissenschaften at the Uni Vechta,340,,340,,0.978,,,,,,,,,,,,,,,,,0,0,0
Universität Vechta,Fakultät II - Natur- und Sozialwissenschaften at the Uni Vechta,130,43,87,,,,,,,,,,,,,,,,,,,0,0,0
Universität Vechta,Fakultät III - Geistes- und Kulturwissenschaften at the Uni Vechta,550,,550,,0.924,,,,,,,,,,,,,,,,,0,0,0
Universität Vechta,Fakultät II - Natur- und Sozialwissenschaften at the Uni Vechta,,,0,b,,,,,,,,,,,,,,,,,,0,0,0
Universität Vechta,Fakultät I at the Uni Vechta,"1,800",,"1,800",,0.894,0.744,,,,,,,,,,,,,,,,0,0,0
Universität Vechta,Fakultät II - Natur- und Sozialwissenschaften at the Uni Vechta,,,0,,,,,,,,,,,,,,,,,,,0,0,0
Rheinisch-Westfälische Technische Hochschule Aachen,Fakultät 2 - Fakultät für Architektur at the RWTH Aachen,"1,660",680,980,b,0.951,0.62,2,2.4,2.3,1.9,2.3,2.5,2.1,2.1,1.7,2,2,c,c,,,1,2,0
Rheinisch-Westfälische Technische Hochschule Aachen,"Fakultät 1 - Fakultät für Mathematik, Informatik und Naturwissenschaften at the RWTH Aachen","1,570",665,905,c,0.88,,,,,,,2.3,2.2,,,,,,,,,2,3,0
Rheinisch-Westfälische Technische Hochschule Aachen,Fakultät für Wirtschaftswissenschaften at the RWTH Aachen,"2,010",,"2,010",a,0.785,0.544,2.3,2.2,2.3,1.6,2.2,2.6,1.9,2.1,2.1,2,2.1,,,,,1,6,0
Rheinisch-Westfälische Technische Hochschule Aachen,"Fakultät 1 - Fakultät für Mathematik, Informatik und Naturwissenschaften at the RWTH Aachen","1,400",408,992,b,,,,,,1.8,,,,,,,2.1,,,,,1,1,0
Rheinisch-Westfälische Technische Hochschule Aachen,Fakultät 3 - Fakultät für Bauingenieurwesen at the RWTH Aachen,"1,070",430,640,c,0.583,0.569,2.4,3,2.6,1.8,2.7,2.7,2.4,2.1,,2.2,2.5,d,c,e,,3,4,0
Rheinisch-Westfälische Technische Hochschule Aachen,"Fakultät 1 - Fakultät für Mathematik, Informatik und Naturwissenschaften at the RWTH Aachen","3,720","1,009","2,711",b,0.662,0.588,2,1.9,1.6,1.7,1.8,2.3,1.9,1.9,1.7,1.5,1.6,c,c,d,d,1,3,0
Rheinisch-Westfälische Technische Hochschule Aachen,Medizinische Fakultät at the RWTH Aachen,500,,500,c,0.843,,2.5,2.8,3.2,2.3,2.4,2,4,1.7,2.2,2.7,2.3,,,,,0,1,0
Rheinisch-Westfälische Technische Hochschule Aachen,Fakultät 6 - Fakultät für Elektrotechnik und Informationstechnik at the RWTH Aachen,"3,540","1,230","2,310",b,0.663,0.523,2.2,2.3,1.7,1.8,2.2,2.3,2.1,2.1,,1.9,1.8,c,a,e,d,1,1,0
Rheinisch-Westfälische Technische Hochschule Aachen,Fakultät 7 - Philosophische Fakultät at the RWTH Aachen,200,50,150,b,0.895,,,,,,,,,,,,,b,b,,,1,1,0
Rheinisch-Westfälische Technische Hochschule Aachen,Fakultät 3 - Fakultät für Bauingenieurwesen at the RWTH Aachen,"1,070",430,640,c,0.583,0.569,2.4,3,2.6,1.8,2.7,2.7,2.4,2.1,,2.2,2.5,d,c,e,,3,4,0
Rheinisch-Westfälische Technische Hochschule Aachen,Fakultät für Georessourcen und Materialtechnik at the RWTH Aachen,610,194,416,b,0.853,0.414,,,,,,,,,,,,e,d,d,c,1,2,0
Rheinisch-Westfälische Technische Hochschule Aachen,Fakultät für Georessourcen und Materialtechnik at the RWTH Aachen,840,441,399,b,0.925,0.669,,,,,,,,,,,,e,b,c,c,2,3,0
Rheinisch-Westfälische Technische Hochschule Aachen,Fakultät 7 - Philosophische Fakultät at the RWTH Aachen,900,50,850,c,0.895,,,,,,,,,,,,,d,d,,,1,1,0
Rheinisch-Westfälische Technische Hochschule Aachen,Fakultät für Georessourcen und Materialtechnik at the RWTH Aachen,490,,490,b,0.608,0.86,,,,,,,,,,,,c,c,e,d,1,1,0
Rheinisch-Westfälische Technische Hochschule Aachen,Fakultät für Elektrotechnik und Informationstechnik at the RWTH Aachen,870,,870,b,0.688,0.877,2.5,,,1.8,,2.5,2.2,2.1,1.8,2,2.1,c,b,d,d,1,1,0
