name,department_name,program_name,type_of_degree_course,standard_period_of_study,total_credits,teaching_profile,interdisciplinarity,credits_for_laboratory_practicals,excursions,number_of_students,first_year_students_per_year,graduates_per_year,graduations_in_appropriate_time,gender_balance,url,proportion_of_international_students,share_of_foreign_language_courses,applicants/places_ratio,subject_orientation,practical_elements_in_the_degree_course,mandatory_study_period_abroad,combined_study_programme_with_foreign_hei,international_orientation:_studies_abroad,international_orientation:_students_mobility,international_orientation:_share_in_foreign_language,international_orientation_of_the_degree_course,contact_with_work_environment:_internships,contact_with_work_environment:_case_studies,contact_with_work_environment:_external_staff_members,contact_with_work_environment:_theses_in_cooperation_with_work_environment,contact_with_work_environment,mode_of_admission,contact_with_work_environment:_excursions,study_duration_median,share_of_ects_in_international_law,key_skills,admission_requirements,international_orientation:_credits_for_courses_in_intercultural_competence,preliminary_internship,coursework_composition,credits_aquired_at_the_practice_partner,extent_of_interlinking_of_this_programme,extent_of_interlinking:_study_contents,extent_of_interlinking:_support,extent_of_interlinking:_institutionel_level,cooperative_education:_contact_persons,cooperative_education:_outcome_control,cooperative_education:_content_linking,cooperative_education:_courses,cooperative_education:_student_exchange_in_theory/practical_phase,cooperative_education:_selection_process,cooperative_education:_salary,number_of_credits_for_international_law,dual_course_of_study:_success_rate,dual_course_of_study:_contract_modalities,scope_of_compulsory_laboratory_courses
Universität Bremen,Fachbereich 11: Human- und Gesundheitswissenschaften at the Uni Bremen,Business Psychology (M.Sc.),"presence learning programme, full-time, specialised, interdisciplinary",4semesters,120,,"yes, interdisciplinary programme",,,131,30,45,"not calculated, degree programme in reconstruction",25:75[%m:%f],https://ranking.zeit.de/che/en/studiengang/23356,0.0%,5.0%,,,,"no, but credits for study abroad eligible",no,,,,Not ranked,,,,,,"limited number of places, 31 places",,,,,,,,,,,,,,,,,,,,,,,,
Universität Bremen,Fachbereich 10: Sprach- und Literaturwissenschaften at the Uni Bremen,Hispanic Studies/Spanish (B.A.),"presence learning programme, full-time",6semesters,180,,,,,21,6,<10,"not calculated, <10 graduates/year",,https://ranking.zeit.de/che/en/studiengang/17581,14.0%,50.0%,,,,yes,no,2/4points,2/2points,3/3points,7/9points,,,,,,number of places not limited,,,,,,,,,,,,,,,,,,,,,,,,
Universität Bremen,Fachbereich 10: Sprach- und Literaturwissenschaften at the Uni Bremen,Franco-Romance Studies/French (B.A.),"presence learning programme, full-time",6semesters,180,,,,,15,6,<10,"not calculated, <10 graduates/year",,https://ranking.zeit.de/che/en/studiengang/22692,13.0%,50.0%,,,,yes,no,2/4points,2/2points,3/3points,7/9points,,,,,,number of places not limited,,,,,,,,,,,,,,,,,,,,,,,,
Universität Bremen,Fachbereich 10: Sprach- und Literaturwissenschaften at the Uni Bremen,Transcultural Studies (M.A.),"presence learning programme, full-time",4semesters,120,,,,,97,29,15,16.7%,,https://ranking.zeit.de/che/en/studiengang/41491,0.0%,100.0%,,,,"yes, in combination with a ""joint programme""","yes, ""joint degree"" optional",3/4points,0/2points,3/3points,6/9points,,,,,,limited number of places,,,,,,,,,,,,,,,,,,,,,,,,
Universität Bremen,Fachbereich 10: Sprach- und Literaturwissenschaften at the Uni Bremen,Transnational Literary Studies (M.A.),"presence learning programme, full-time",4semesters,120,,,,,49,12,16,34.4%,,https://ranking.zeit.de/che/en/studiengang/24034,16.0%,100.0%,,,,"no, but credits for study abroad eligible",no,2/4points,2/2points,3/3points,7/9points,,,,,,"limited number of places, 30 places",,,,,,,,,,,,,,,,,,,,,,,,
Universität Bremen,Fachbereich 10: Sprach- und Literaturwissenschaften at the Uni Bremen,Language Sciences (M.A.),"presence learning programme, full-time",4semesters,120,,,,,20,6,<10,"not calculated, <10 graduates/year",,https://ranking.zeit.de/che/en/studiengang/41492,35.0%,100.0%,,,,"no, but credits for study abroad eligible",no,2/4points,2/2points,3/3points,7/9points,,,,,,"limited number of places, 25 places",,,,,,,,,,,,,,,,,,,,,,,,
Universität Bremen,Fachbereich 10: Sprach- und Literaturwissenschaften at the Uni Bremen,Romance Studies international (M.A.),"presence learning programme, full-time",4semesters,120,,,,,3,3,no graduates until WS 2017/18,no graduates until WS 2017/18,,https://ranking.zeit.de/che/en/studiengang/41493,33.0%,100.0%,,,,yes,"yes, ""joint degree"" optional",3/4points,2/2points,3/3points,8/9points,,,,,,"limited number of places, 25 places",,,,,,,,,,,,,,,,,,,,,,,,
Jacobs University Bremen gGmbH,Life Sciences & Chemistry at the Jacobs Univ. Bremen (priv.),Biochemistry and Cell Biology (B),,6semesters,180,,interdisciplinary study course,10 ECTS from compulsory subjects; 20 ECTS from elective subjects,,76,27,22,100.0%,33:67[%m:%f],https://ranking.zeit.de/che/en/studiengang/21392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jacobs University Bremen gGmbH,Life Sciences & Chemistry at the Jacobs Univ. Bremen (priv.),Medical Natural Sciences (B),,6semesters,180,,interdisciplinary study course,20 ECTS from compulsory subjects,,13,,no graduates in the period of time surveyed,no graduates in the period of time surveyed,31:69[%m:%f],https://ranking.zeit.de/che/en/studiengang/37714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jacobs University Bremen gGmbH,Life Sciences & Chemistry at the Jacobs Univ. Bremen (priv.),Computational Life Science (M),,4semesters,120,,interdisciplinary study course,no data,,13,,<10,,46:54[%m:%f],https://ranking.zeit.de/che/en/studiengang/37713,100.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jacobs University Bremen gGmbH,Life Sciences & Chemistry at the Jacobs Univ. Bremen (priv.),Medicinal Chemistry and Chemical Biology (B),,6semesters,180,,,,,33,14,no data available,,24:76[%m:%f],https://ranking.zeit.de/che/en/studiengang/37663,,,no admission restriction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jacobs University Bremen gGmbH,Life Sciences & Chemistry at the Jacobs Univ. Bremen (priv.),Chemistry (B),Presence learning programme; full-time programme,6semesters,180,,,,,12,,8,,17:83[%m:%f],https://ranking.zeit.de/che/en/studiengang/7416,,,no admission restriction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jacobs University Bremen gGmbH,Computer Science & Electrical Engineering at the Jacobs Univ. Bremen (priv.),Computer Science (B),,6semesters,180,,no interdisciplinary study course,,,125,43,16,100.0%,81:19[%m:%f],https://ranking.zeit.de/che/en/studiengang/21371,94.0%,100.0%,no admission restriction,"Applied Computer Science, Geoinformatics, Engineering Information Technology / Computer Engineering, Software-Engineering, IT-Security, Computer Visualistics",15 ECTS for practical courses,"no, but credits can be counted",no,1/4points,2/2points,3/3points,6/9points,0/4points,2/3points,0/2points,0/2points,3/11points,,,,,,,,,,,,,,,,,,,,,,,,,
Jacobs University Bremen gGmbH,Computer Science & Electrical Engineering at the Jacobs Univ. Bremen (priv.),Data Engineering (M.Sc.),,4semesters,120,,no interdisciplinary study course,,,42,31,no graduates in the period of time surveyed,no graduates in the period of time surveyed,69:31[%m:%f],https://ranking.zeit.de/che/en/studiengang/34828,93.0%,100.0%,no admission restriction,"Applied Computer Science, Bioinformatics, Geoinformatics, Computer Engineering, Medical Informatics",20 ECTS for optional practical projects/internships; 30 ECTS for practical courses,"no, but credits can be counted",no,1/4points,2/2points,3/3points,6/9points,0/4points,3/3points,0/2points,0/2points,4/11points,,,,,,,,,,,,,,,,,,,,,,,,,
Jacobs University Bremen gGmbH,Wirtschaftswissenschaftliche Studiengänge at the Jacobs Univ. Bremen (priv.),Global Economics and Management (B.A.),,6semesters,180,,,,,63,27,19,100.0%,67:33[%m:%f],https://ranking.zeit.de/che/en/studiengang/32069,94.0%,100.0%,,,8 weeks practice/internship outside university mandatory; 15 ECTS max. countable for optional internships; 5 ECTS max. countable for practice-oriented courses,not mandatory; credits countable,no,,,,,,,,,,number of places not limited,,,,,,,,,,,,,,,,,,,,,,,,
Jacobs University Bremen gGmbH,Wirtschaftswissenschaftliche Studiengänge at the Jacobs Univ. Bremen (priv.),International Business Administration (B.A.),,6semesters,180,,,,,85,36,6,<10 graduates / year,60:40[%m:%f],https://ranking.zeit.de/che/en/studiengang/38017,75.0%,100.0%,,,8 weeks practice/internship outside university mandatory; 15 ECTS max. countable for optional internships; 5 ECTS max. countable for practice-oriented courses,not mandatory; credits countable,no,,,,,,,,,,number of places not limited,,,,,,,,,,,,,,,,,,,,,,,,
Jacobs University Bremen gGmbH,Physics & Earth Sciences at the Jacobs Univ. Bremen (priv.),Earth and Environmental Sciences (B.Sc.),,6semesters,180,,interdisciplinary study course,,Scope of excursions: 15 compulsory ECTS,28,,no graduates in the period of time surveyed,no graduates in the period of time surveyed,50:50[%m:%f],https://ranking.zeit.de/che/en/studiengang/40466,75.0%,,no admission restriction,,20 ECTS for practical courses,"no, but credits can be counted",no,1/4points,2/2points,3/3points,6/9points,0/4points,2/3points,1/2points,0/2points,5/12points,,1/1points,,,,,,,,,,,,,,,,,,,,,,,
Jacobs University Bremen gGmbH,Studiengänge Wirtschaftsingenieurwesen at the Jacobs Univ. Bremen (priv.),Industrial Engineering and Management (B.Sc.),"Presence learning programme; full-time programme, equally engineering and management oriented",6semesters,180,,,,,151,58,26,100.0%,73:27[%m:%f],https://ranking.zeit.de/che/en/studiengang/38620,95.0%,100.0%,,,16 weeks practice/internship outside university mandatory; 33 ECTS max. countable for practice-oriented courses,not mandatory; credits countable,no,1/5points,3/3points,3/3points,7/13points,2/4points,3/3points,1/3points,0/2points,6/12points,number of places not limited,,,,,,0/2Points,,,,,,,,,,,,,,,,,,
Jacobs University Bremen gGmbH,Studiengänge Wirtschaftsingenieurwesen at the Jacobs Univ. Bremen (priv.),Supply Chain Management (M.Sc.),"Presence learning programme; full-time programme, more management-oriented",4semesters,120,,,,,61,34,20,100.0%,75:25[%m:%f],https://ranking.zeit.de/che/en/studiengang/42304,98.0%,100.0%,,,10 ECTS max. countable for practice-oriented courses,not mandatory; credits countable,no,1/5points,3/3points,3/3points,9/13points,0/4points,2/3points,2/3points,0/2points,4/12points,number of places not limited,,,,,,2/2Points,,,,,,,,,,,,,,,,,,
Jacobs University Bremen gGmbH,Department of Computer Science & Electrical Engineering at the Jacobs Univ. Bremen (priv.),Electrical and Computer Engineering (B.Sc.),"presence learning programme, full-time",6semesters,180,"120 credits in mandatory modules, 60 credits in compulsory elective modules",,,,59,19,<10,"not calculated, <10 graduates/year",80:20[%m:%f],https://ranking.zeit.de/che/en/studiengang/36332,100.0%,100.0%,,"Engineering, interdisciplinary",17 ECTS max. permissible for practice-oriented courses,"no, but credits for study abroad eligible",no,1/4points,2/2points,3/3points,6/9points,0/4points,2/3points,0/2points,0/2points,2/11points,number of places not limited,,"not calculated, <10 graduates/year",,,,,,,,,,,,,,,,,,,,,,
Jacobs University Bremen gGmbH,Mathematics & Logistics at the Jacobs Univ. Bremen (priv.),Mathematics (B.Sc.),Presence learning programme; full-time programme,6semesters,180,,no interdisciplinary study course,,,32,15,<10,"not calculated, because of <10 gradues per year on average",78:22[%m:%f],https://ranking.zeit.de/che/en/studiengang/7051,81.0%,100.0%,no admission restriction,Mathematics,15 ECTS for practical courses,"no, but credits can be counted",no,1/4points,2/2points,3/3points,6/9points,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jacobs University Bremen gGmbH,Physics & Earth Sciences at the Jacobs Univ. Bremen (priv.),Physics (B.Sc.),Presence learning programme; full-time programme,6semesters,180,,no interdisciplinary study course,20 ECTS from compulsory subjects; 15 ECTS from elective subjects,,31,12,<10,"not calculated, because of <10 gradues per year on average",74:26[%m:%f],https://ranking.zeit.de/che/en/studiengang/7052,81.0%,100.0%,no admission restriction,,,"no, but credits can be counted",no,1/4points,2/2points,3/3points,7/10points,,,,,,,,,1/1points,,,,,,,,,,,,,,,,,,,,,
Jacobs University Bremen gGmbH,Social Sciences & Humanities at the Jacobs Univ. Bremen (priv.),International Relations: Politics and History (B.A.),,,180,,interdisciplinary study course,,,63,19,no graduates in the period of time surveyed,no graduates in the period of time surveyed,44:56[%m:%f],https://ranking.zeit.de/che/en/studiengang/40311,76.0%,,no admission restriction,,15 ECTS for practical courses,"no, but credits can be counted",no,1/4points,2/2points,3/3points,6/9points,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jacobs University Bremen gGmbH,Social Sciences & Humanities at the Jacobs Univ. Bremen (priv.),Integrated Social Sciences (B),Presence learning programme; full-time programme,,180,,interdisciplinary study course,,,15,,12,100.0%,33:67[%m:%f],https://ranking.zeit.de/che/en/studiengang/13327,80.0%,,no admission restriction,,15 ECTS for practical courses,"no, but credits can be counted",no,1/4points,2/2points,3/3points,6/9points,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jacobs University Bremen gGmbH,Social Sciences & Humanities at the Jacobs Univ. Bremen (priv.),International Relations (M.A.),,,120,,interdisciplinary study course,,,38,18,12,92.0%,24:76[%m:%f],https://ranking.zeit.de/che/en/studiengang/34331,61.0%,,no admission restriction,,30 ECTS for practical courses,"no, but credits can be counted","yes, ""Joint degree"" mandatory",4/4points,2/2points,3/3points,9/9points,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jacobs University Bremen gGmbH,Department of Psychology & Methods at the Jacobs Univ. Bremen (priv.),Psychology (B.A.),"presence learning programme, full-time",6semesters,180,,,,,60,24,13,100.0%,35:65[%m:%f],https://ranking.zeit.de/che/en/studiengang/36796,63.0%,100.0%,,,,no data,no,1/4points,2/2points,3/3points,6/9points,,,,,,number of places not limited,,,,,,,,,,,,,,,,,,,,,,,,
Jacobs University Bremen gGmbH,Department of Psychology & Methods at the Jacobs Univ. Bremen (priv.),Psychology (M.Sc.),"presence learning programme, full-time",4semesters,120,,,,,22,9,no graduates until WS 2017/18,no graduates until WS 2017/18,23:77[%m:%f],https://ranking.zeit.de/che/en/studiengang/36795,82.0%,30.0%,,,,no data,no,1/4points,2/2points,2/3points,5/9points,,,,,,number of places not limited,,,,,,,,,,,,,,,,,,,,,,,,
Technische Universität Hamburg,Studiendekanat Maschinenbau at the TU Hamburg,Mechanical Engineering (B.Sc.),"presence learning programme, full-time",6semesters,180,"162 credits in mandatory modules, 6 credits in compulsory elective modules",,,,"1,272",322,136,61.6%,85:15[%m:%f],https://ranking.zeit.de/che/en/studiengang/35779,8.0%,,,Mechanical Engineering,,"no, but credits for study abroad eligible",no,,1/2points,0/3points,2/9points,,,,,Not enough data available,"limited number of places, 291 places",,7.1semesters,,,,,,,,,,,,,,,,,,,,,,
Technische Universität Hamburg,Studiendekanat Maschinenbau at the TU Hamburg,Shipbuilding (B.Sc.),"presence learning programme, full-time",6semesters,180,168 credits in mandatory modules,,,,132,34,27,44.4%,85:15[%m:%f],https://ranking.zeit.de/che/en/studiengang/35780,5.0%,0.0%,,Mechanical Engineering,,"no, but credits for study abroad eligible",no,,1/2points,0/3points,2/9points,,,,,Not enough data available,"limited number of places, 35 places",,8.5semesters,,,,,,,,,,,,,,,,,,,,,,
Technische Universität Hamburg,Studiendekanat Maschinenbau at the TU Hamburg,"Product Development, Materials and Production (M.Sc.)","presence learning programme, full-time",4semesters,120,no data,,,,161,40,50,75.0%,89:11[%m:%f],https://ranking.zeit.de/che/en/studiengang/35785,3.0%,,,Mechanical Engineering,,"no, but credits for study abroad eligible",no,,0/2points,0/3points,1/9points,,,,,Not enough data available,number of places not limited,,4.3semesters,,,,,,,,,,,,,,,,,,,,,,
Technische Universität Hamburg,Studiendekanat Maschinenbau at the TU Hamburg,Medical Engineering (M.Sc.),"presence learning programme, full-time",4semesters,120,no data,,,,111,40,28,54.5%,60:40[%m:%f],https://ranking.zeit.de/che/en/studiengang/35790,3.0%,,,Biotechnology,,"no, but credits for study abroad eligible",no,,0/2points,0/3points,1/9points,,,,,Not enough data available,number of places not limited,,6.9semesters,,,,,,,,,,,,,,,,,,,,,,
Technische Universität Hamburg,Studiendekanat Maschinenbau at the TU Hamburg,Theoretical Mechanical Engineering (M.Sc.),"presence learning programme, full-time",4semesters,120,no data,,,,95,28,26,69.2%,84:16[%m:%f],https://ranking.zeit.de/che/en/studiengang/35787,3.0%,,,Mechanical Engineering,,"no, but credits for study abroad eligible",no,,0/2points,0/3points,1/9points,,,,,Not enough data available,number of places not limited,,5.5semesters,,,,,,,,,,,,,,,,,,,,,,
Technische Universität Hamburg,Studiendekanat Maschinenbau at the TU Hamburg,Shipbuilding and Marine Engineering (M.Sc.),"presence learning programme, full-time",4semesters,120,no data,,,,69,12,30,66.7%,78:22[%m:%f],https://ranking.zeit.de/che/en/studiengang/35786,1.0%,,,Mechanical Engineering,,"no, but credits for study abroad eligible",no,,0/2points,0/3points,1/9points,,,,,Not enough data available,number of places not limited,,5.8semesters,,,,,,,,,,,,,,,,,,,,,,
Technische Universität Hamburg,Studiendekanat Maschinenbau at the TU Hamburg,Power Engineering (M.Sc.),"presence learning programme, full-time",4semesters,120,no data,,,,62,16,24,74.5%,89:11[%m:%f],https://ranking.zeit.de/che/en/studiengang/35781,5.0%,,,Mechanical Engineering,,"no, but credits for study abroad eligible",no,,1/2points,0/3points,2/9points,,,,,Not enough data available,number of places not limited,,4.6semesters,,,,,,,,,,,,,,,,,,,,,,
Technische Universität Hamburg,Studiendekanat Maschinenbau at the TU Hamburg,Aviation Systems Engineering (M.Sc.),"presence learning programme, full-time",4semesters,120,no data,,,,58,19,20,64.1%,91:9[%m:%f],https://ranking.zeit.de/che/en/studiengang/35782,10.0%,,,Mechanical Engineering,,"no, but credits for study abroad eligible",no,,2/2points,0/3points,3/9points,,,,,Not enough data available,number of places not limited,,5.2semesters,,,,,,,,,,,,,,,,,,,,,,
Technische Universität Hamburg,Studiendekanat Maschinenbau at the TU Hamburg,Joint Masters in Ship and Offshore Technology (M.Sc.),"presence learning programme, full-time",4semesters,120,no data,,,,13,0,no data available,no data available,92:8[%m:%f],https://ranking.zeit.de/che/en/studiengang/35784,69.0%,100.0%,,Mechanical Engineering,,"yes, in combination with a ""joint programme""","yes, ""joint degree"" mandatory",,2/2points,3/3points,9/9points,,,,,Not enough data available,number of places not limited,,no data available,,,,,,,,,,,,,,,,,,,,,,
Technische Universität Hamburg,Studiendekanat Maschinenbau at the TU Hamburg,Mechanical Engineering and Management (M.Sc.),presence learning programme,4semesters,120,no data,,,,135,29,no graduates until WS 2017/18,no graduates until WS 2017/18,93:7[%m:%f],https://ranking.zeit.de/che/en/studiengang/41030,82.0%,100.0%,,Mechanical Engineering,,"no, but credits for study abroad eligible",no,,2/2points,3/3points,6/9points,,,,,Not enough data available,number of places not limited,,no graduates until WS 2017/18,,,,,,,,,,,,,,,,,,,,,,
Technische Universität Hamburg,Studiendekanat Maschinenbau at the TU Hamburg,Materials Science (M.Sc.),presence learning programme,4semesters,120,no data,,,,39,13,<10,"not calculated, <10 graduates/year",72:28[%m:%f],https://ranking.zeit.de/che/en/studiengang/41029,13.0%,,,Material Engineering,,"no, but credits for study abroad eligible",no,,2/2points,0/3points,3/9points,,,,,Not enough data available,number of places not limited,,< 10 graduates,,,,,,,,,,,,,,,,,,,,,,
Technische Universität Hamburg,Studiendekanat Verfahrenstechnik at the TU Hamburg,Energy and Environmental Engineering (B.Sc.),"presence learning programme, full-time",6semesters,180,180 credits in mandatory modules,,,,211,56,34,61.2%,68:32[%m:%f],https://ranking.zeit.de/che/en/studiengang/36421,5.0%,0.0%,,"Engineering, interdisciplinary",10 weeks practice/internship outside the university obligatory; 6 ECTS max. permissible for non-obligatory internships; 6 ECTS max. permissible for practice-oriented courses,"no, but credits for study abroad eligible",no,,1/2points,0/3points,2/9points,2/4points,1/3points,2/2points,0/2points,5/11points,"limited number of places, 69 places",,8.3semesters,,,,,,,,,,,,,,,,,,,,,,
Technische Universität Hamburg,Studiendekanat Verfahrenstechnik at the TU Hamburg,Process Engineering (B.Sc.),"presence learning programme, full-time",6semesters,180,180 credits in mandatory modules,,,,158,34,25,61.2%,69:31[%m:%f],https://ranking.zeit.de/che/en/studiengang/36417,9.0%,0.0%,,Process Engineering,10 weeks practice/internship outside the university obligatory; 6 ECTS max. permissible for non-obligatory internships; 6 ECTS max. permissible for practice-oriented courses,"no, but credits for study abroad eligible",no,,1/2points,0/3points,2/9points,2/4points,1/3points,2/2points,0/2points,5/11points,"limited number of places, 69 places",,9.0semesters,,,,,,,,,,,,,,,,,,,,,,
Technische Universität Hamburg,Studiendekanat Verfahrenstechnik at the TU Hamburg,Bio-Processing Technology (B.Sc.),"presence learning programme, full-time",6semesters,180,180 credits in mandatory modules,,,,125,30,22,63.6%,41:59[%m:%f],https://ranking.zeit.de/che/en/studiengang/36416,5.0%,0.0%,,Biotechnology,10 weeks practice/internship outside the university obligatory; 39 ECTS max. permissible for non-obligatory internships; 39 ECTS max. permissible for practice-oriented courses,"no, but credits for study abroad eligible",no,,1/2points,0/3points,2/9points,2/4points,3/3points,2/2points,0/2points,7/11points,"limited number of places, 73 places",,7.8semesters,,,,,,,,,,,,,,,,,,,,,,
Technische Universität Hamburg,Studiendekanat Verfahrenstechnik at the TU Hamburg,Energy and Environmental Engineering (M.Sc.),"presence learning programme, full-time",4semesters,120,no data,,,,61,4,32,84.1%,67:33[%m:%f],https://ranking.zeit.de/che/en/studiengang/36422,3.0%,20.0%,,"Engineering, interdisciplinary",4 weeks practice/internship outside the university obligatory; 6 ECTS max. permissible for non-obligatory internships; 12 ECTS max. permissible for practice-oriented courses,"no, but credits for study abroad eligible",no,,0/2points,1/3points,2/9points,0/4points,2/3points,2/2points,0/2points,4/11points,number of places not limited,,4.5semesters,,,,,,,,,,,,,,,,,,,,,,
Technische Universität Hamburg,Studiendekanat Verfahrenstechnik at the TU Hamburg,Process Engineering (M.Sc.),"presence learning programme, full-time",4semesters,120,no data,,,,108,29,40,78.5%,56:44[%m:%f],https://ranking.zeit.de/che/en/studiengang/36419,5.0%,20.0%,,Process Engineering,4 weeks practice/internship outside the university obligatory; 6 ECTS max. permissible for non-obligatory internships; 12 ECTS max. permissible for practice-oriented courses,"no, but credits for study abroad eligible",no,,1/2points,1/3points,3/9points,0/4points,2/3points,2/2points,0/2points,4/11points,number of places not limited,,4.6semesters,,,,,,,,,,,,,,,,,,,,,,
Technische Universität Hamburg,Studiendekanat Verfahrenstechnik at the TU Hamburg,Bio-Processing Technology (M.Sc.),"presence learning programme, full-time",4semesters,120,no data,,,,41,8,15,66.7%,66:34[%m:%f],https://ranking.zeit.de/che/en/studiengang/36418,2.0%,20.0%,,Biotechnology,4 weeks practice/internship outside the university obligatory; 6 ECTS max. permissible for non-obligatory internships; 44 ECTS max. permissible for practice-oriented courses,"no, but credits for study abroad eligible",no,,0/2points,1/3points,2/9points,0/4points,3/3points,2/2points,0/2points,5/11points,number of places not limited,,<10 graduates in WS 2017/18,,,,,,,,,,,,,,,,,,,,,,
Technische Universität Hamburg,Studiendekanat Verfahrenstechnik at the TU Hamburg,Renewable Energies (M.Sc.),"presence learning programme, full-time",4semesters,120,no data,,,,41,11,24,47.9%,78:22[%m:%f],https://ranking.zeit.de/che/en/studiengang/36415,2.0%,20.0%,,"Engineering, interdisciplinary",4 weeks practice/internship outside the university obligatory; 6 ECTS max. permissible for non-obligatory internships; 12 ECTS max. permissible for practice-oriented courses,"no, but credits for study abroad eligible",no,,0/2points,1/3points,2/9points,0/4points,2/3points,2/2points,0/2points,4/11points,number of places not limited,,6.2semesters,,,,,,,,,,,,,,,,,,,,,,
Technische Universität Hamburg,Studiendekanat Verfahrenstechnik at the TU Hamburg,Chemical and Bioprocess Engineering (M.Sc.),"presence learning programme, full-time",4semesters,120,no data,,,,110,38,12,82.6%,58:42[%m:%f],https://ranking.zeit.de/che/en/studiengang/36420,96.0%,100.0%,,Process Engineering,4 weeks practice/internship outside the university obligatory; 6 ECTS max. permissible for non-obligatory internships; 12 ECTS max. permissible for practice-oriented courses,"no, but credits for study abroad eligible",no,,2/2points,3/3points,6/9points,0/4points,2/3points,2/2points,0/2points,4/11points,number of places not limited,,<10 graduates in WS 2017/18,,,,,,,,,,,,,,,,,,,,,,
Technische Universität Hamburg,NIT Northern Institute of Technology Management gGmbH at the TU Hamburg,Technology Management (M.A.),,4semesters,90,,,,,26,26,11,<10 graduates / year in at least one of the years surveyed,69:31[%m:%f],https://ranking.zeit.de/che/en/studiengang/26214,69.0%,100.0%,,,8 weeks practice/internship outside university mandatory; 85 ECTS max. countable for practice-oriented courses,no study abroad intended,no,,,,,,,,,,"limited number of places, 36 places",,,,,,,,,,,,,,,,,,,,,,,,
Technische Universität Hamburg,NIT Northern Institute of Technology Management gGmbH at the TU Hamburg,Technology Management (MBA),"Presence learning programme, full-time or part-time programme or extra-occupational",4semesters,90,,,,,<10,<10,9,<10 graduates / year,,https://ranking.zeit.de/che/en/studiengang/26213,100.0%,100.0%,,,,no study abroad intended,no,,,,,,,,,,"limited number of places, 36 places",,,,,,,,,,,,,,,,,,,,,,,,
Technische Universität Hamburg,Studiendekanat Bauwesen at the TU Hamburg,Civil and Environmental Engineering (B.Sc.),"presence learning programme, full-time",6semesters,180,,,,no mandatory excursions,626,168,68,71.1%,63:37[%m:%f],https://ranking.zeit.de/che/en/studiengang/35122,8.0%,0.0%,,Civil Engineering,,"no, but credits for study abroad eligible",no,1/4points,1/2points,0/3points,2/9points,,,,,Not enough data available,"limited number of places, 217 places",,7.4semesters,,,,,,,,,,,,,,,,,,,,,,
Technische Universität Hamburg,Studiendekanat Bauwesen at the TU Hamburg,Civil Engineering (M.Sc.),"presence learning programme, full-time",4semesters,120,,,,no mandatory excursions,184,65,48,82.1%,60:40[%m:%f],https://ranking.zeit.de/che/en/studiengang/35123,9.0%,0.0%,,Civil Engineering,,"no, but credits for study abroad eligible",no,1/4points,1/2points,0/3points,2/9points,,,,,Not enough data available,number of places not limited,,4.3semesters,,,,,,,,,,,,,,,,,,,,,,
Technische Universität Hamburg,Studiendekanat Bauwesen at the TU Hamburg,Water and Environmental Engineering (M.Sc.),"presence learning programme, full-time",4semesters,120,,,,no mandatory excursions,26,8,19,81.1%,50:50[%m:%f],https://ranking.zeit.de/che/en/studiengang/35124,15.0%,0.0%,,Environmental Civil Engineering,,"no, but credits for study abroad eligible",no,1/4points,2/2points,0/3points,3/9points,,,,,Not enough data available,number of places not limited,,4.2semesters,,,,,,,,,,,,,,,,,,,,,,
Technische Universität Hamburg,Studiendekanat Bauwesen at the TU Hamburg,Environmental Engineering (M.Sc.),"presence learning programme, full-time",4semesters,120,,,,no mandatory excursions,98,25,19,63.2%,54:46[%m:%f],https://ranking.zeit.de/che/en/studiengang/35125,91.0%,100.0%,,Environmental Civil Engineering,,"no, but credits for study abroad eligible",no,1/4points,2/2points,3/3points,6/9points,,,,,Not enough data available,number of places not limited,,4.7semesters,,,,,,,,,,,,,,,,,,,,,,
Technische Universität Hamburg,"Studiendekanat Elektrotechnik, Informatik und Mathematik at the TU Hamburg",Computer Science (B.Sc.),,6semesters,180,,interdisciplinary study course,,,254,114,no graduates in the period of time surveyed,no graduates in the period of time surveyed,88:12[%m:%f],https://ranking.zeit.de/che/en/studiengang/27363,4.0%,70.0%,269:98,"Applied Computer Science, Engineering Information Technology / Computer Engineering, Software-Engineering, Computer Engineering, IT-Security",6 weeks mandatory practical period/internship outside the university; 6 ECTS for optional practical projects/internships;,"no, but credits can be counted",no,1/4points,0/2points,3/3points,4/9points,,,,,Not ranked,,,,,,,,,,,,,,,,,,,,,,,,,
