name,department_name,program_name,type_of_degree_course,standard_period_of_study,total_credits,teaching_profile,interdisciplinarity,credits_for_laboratory_practicals,excursions,number_of_students,first_year_students_per_year,graduates_per_year,graduations_in_appropriate_time,gender_balance,url,proportion_of_international_students,share_of_foreign_language_courses,applicants/places_ratio,subject_orientation,practical_elements_in_the_degree_course,mandatory_study_period_abroad,combined_study_programme_with_foreign_hei,international_orientation:_studies_abroad,international_orientation:_students_mobility,international_orientation:_share_in_foreign_language,international_orientation_of_the_degree_course,contact_with_work_environment:_internships,contact_with_work_environment:_case_studies,contact_with_work_environment:_external_staff_members,contact_with_work_environment:_theses_in_cooperation_with_work_environment,contact_with_work_environment,mode_of_admission,contact_with_work_environment:_excursions,study_duration_median,share_of_ects_in_international_law,key_skills,admission_requirements,international_orientation:_credits_for_courses_in_intercultural_competence,preliminary_internship,coursework_composition,credits_aquired_at_the_practice_partner,extent_of_interlinking_of_this_programme,extent_of_interlinking:_study_contents,extent_of_interlinking:_support,extent_of_interlinking:_institutionel_level,cooperative_education:_contact_persons,cooperative_education:_outcome_control,cooperative_education:_content_linking,cooperative_education:_courses,cooperative_education:_student_exchange_in_theory/practical_phase,cooperative_education:_selection_process,cooperative_education:_salary,number_of_credits_for_international_law,dual_course_of_study:_success_rate,dual_course_of_study:_contract_modalities,scope_of_compulsory_laboratory_courses
Hochschule für angewandte Wissenschaften Augsburg,Fakultät für Maschinenbau und Verfahrenstechnik at the HAW Augsburg,"Mechanical Engineering (B.Eng., cooperate education)","cooperative education programme, full-time, part-time possible, vocational training or practice-integrated",7semesters,210,"174 credits in mandatory modules, 36 credits in compulsory elective modules",,,,79,19,10,,81:19[%m:%f],https://ranking.zeit.de/che/en/studiengang/41164,0.0%,43.0%,,Mechanical Engineering,,yes,no,,,,,,,,,,"limited number of places, 98 places",,,,,,,,,37,8/10points,3/4points,3/3points,2/3points,Academic contact person at the university. Institutional contact person at the practice partner Professional contact person at the practice partner.,Joint outcome control with the practice partner in the form of joint project reports and reflection,The timing of the theoretical and practical phases is mandatory and recorded in the training plan. Contents to be carried out at the practice partner should be obligatorily recorded in the training plan.,Courses between dual and non-dual students are partly separated,1% Studierende gehen während der Theoriephase des Studiums ins Ausland,The selection procedure takes place exclusively at the university,Average monthly salary at the beginning is above the maximum BafÖG amount. There is no fixed minimum salary. Salary does not include tuition fees.,,,,
Hochschule für angewandte Wissenschaften Augsburg,Fakultät für Maschinenbau und Verfahrenstechnik at the HAW Augsburg,"Lightweight Construction and Composite Technology (M.Eng., cooperate education)","cooperative education programme, full-time, practice-integrated",3semesters,90,no data,,,,,,no graduates until WS 2017/18,,,https://ranking.zeit.de/che/en/studiengang/41165,,33.0%,,Mechanical Engineering,,not scheduled,no,,,,,,,,,,number of places not limited,,,,,,,,,30,8/10points,3/4points,3/3points,2/3points,Academic contact person at the university. Institutional contact person at the practice partner Professional contact person at the practice partner.,Joint outcome control with the practice partner in the form of joint project reports and reflection,The timing of the theoretical and practical phases is mandatory and recorded in the training plan. Contents to be carried out at the practice partner should be obligatorily recorded in the training plan.,Courses between dual and non-dual students are partly separated,no data,The selection procedure takes place exclusively at the university,Average monthly salary at the beginning is above the maximum BafÖG amount. There is no fixed minimum salary. Salary does not include tuition fees.,,,,
Hochschule für angewandte Wissenschaften Augsburg,Fakultät für Elektrotechnik at the HAW Augsburg,Mechatronics (B.Eng.),"presence learning programme, full-time, interdisciplinary",7semesters,210,"178 credits in mandatory modules, 32 credits in compulsory elective modules",,,,226,78,48,77.9%,91:9[%m:%f],https://ranking.zeit.de/che/en/studiengang/23203,12.0%,5.0%,,,20 weeks practice/internship outside the university obligatory; 24 ECTS max. permissible for practice-oriented courses,"no, but credits for study abroad eligible",no,1/4points,2/2points,1/3points,4/9points,3/4points,2/3points,2/2points,2/2points,9/11points,"limited number of places, 85 places",,9.0semesters,,,,,,,,,,,,,,,,,,,,,,
Hochschule für angewandte Wissenschaften Augsburg,Fakultät für Elektrotechnik at the HAW Augsburg,Mechatronic Systems (M.Eng.),"presence learning programme, full-time",3semesters,90,no data,,,,42,24,27,100.0%,88:12[%m:%f],https://ranking.zeit.de/che/en/studiengang/24532,50.0%,100.0%,,,,yes,"yes, ""joint degree"" mandatory",4/4points,2/2points,3/3points,9/9points,0/4points,0/3points,2/2points,2/2points,4/11points,number of places not limited,,3.0semesters,,,,,,,,,,,,,,,,,,,,,,
Hochschule für angewandte Wissenschaften Augsburg,Fakultät für Elektrotechnik at the HAW Augsburg,"Mechatronics (B.Eng., cooperate education)","cooperative education programme, full-time, vocational training or practice-integrated, interdisciplinary",7semesters,210,"58 credits in mandatory modules, 32 credits in compulsory elective modules",,,,27,11,<10,,70:30[%m:%f],https://ranking.zeit.de/che/en/studiengang/24361,0.0%,5.0%,,,,"no, but credits for study abroad eligible",no,,,,,,,,,,number of places not limited,,,,,,,,,no data,5/10points,1/4points,2/3points,2/3points,Academic contact person at the university. Institutional contact person at the practice partner Professional contact person at the practice partner.,Joint outcome control with the practice partner in the form of joint project reports and reflection,The timing of the theoretical and practical phases is mandatory and recorded in the training plan. No contents to be carried out at the practice partner should be recorded in the training plan.,Courses between dual and non-dual students are not separated,no data,There is a selection procedure at the university as well as at the practice partner,Average monthly salary at the beginning is in the range of the maximum BafÖG amount. A minimum salary is set by the practice partner. Salary does not include tuition fees.,,,,
Hochschule für angewandte Wissenschaften Augsburg,Fakultät für Maschinenbau und Verfahrenstechnik at the HAW Augsburg,Environment and Process Engineering (B.Eng.),"presence learning programme, full-time",7semesters,210,"156 credits in mandatory modules, 54 credits in compulsory elective modules",,,,259,71,43,87.1%,75:25[%m:%f],https://ranking.zeit.de/che/en/studiengang/27912,12.0%,100.0%,,,18 weeks practice/internship outside the university obligatory,"no, but credits for study abroad eligible",no,,,,,2/4points,0/3points,2/2points,2/2points,6/11points,"limited number of places, 65 places",,9.0semesters,,,,,,,,,,,,,,,,,,,,,,
Hochschule für angewandte Wissenschaften Augsburg,Fakultät für Maschinenbau und Verfahrenstechnik at the HAW Augsburg,Environmental Engineering and Process Engineering (M.Eng.),"presence learning programme, full-time",3semesters,90,no data,,,,49,20,23,63.0%,59:41[%m:%f],https://ranking.zeit.de/che/en/studiengang/36762,22.0%,33.0%,,,,"no, but credits for study abroad eligible","yes, ""joint degree"" optional",,,,,0/4points,0/3points,2/2points,2/2points,4/11points,number of places not limited,,4.0semesters,,,,,,,,,,,,,,,,,,,,,,
Hochschule für angewandte Wissenschaften Augsburg,Fakultät für Maschinenbau und Verfahrenstechnik at the HAW Augsburg,"Environment and Process Engineering (B.Eng., cooperate education)","cooperative education programme, full-time, part-time possible, vocational training or practice-integrated",7semesters,210,"156 credits in mandatory modules, 54 credits in compulsory elective modules",,,,,0,<10,not calculated for cooperate education programmes,,https://ranking.zeit.de/che/en/studiengang/41297,,100.0%,,,,,,,,,,,,,,,"limited number of places, 65 places",,,,,,,,,,,,,,,,,,,,,,,,
Hochschule für angewandte Wissenschaften Augsburg,Fakultät für Maschinenbau und Verfahrenstechnik at the HAW Augsburg,"Environmental Engineering and Process Engineering (M.Eng., cooperate education)","cooperative education programme, full-time, practice-integrated",3semesters,90,no data,,,,,0,<10,not calculated for cooperate education programmes,,https://ranking.zeit.de/che/en/studiengang/41296,,33.0%,,,,,,,,,,,,,,,number of places not limited,,,,,,,,,,,,,,,,,,,,,,,,
Hochschule für angewandte Wissenschaften Augsburg,Fakultät für Geistes- und Naturwissenschaften at the HAW Augsburg,Social Work (B.A.),"Presence learning programme, full-time programme with integration of practice phases",7semesters,210,,,,,80,57,no graduates yet,no graduates yet,14:86[%m:%f],https://ranking.zeit.de/che/en/studiengang/42316,12.0%,0.0%,,,20 weeks practice/internship outside university mandatory; 86 ECTS max. countable for practice-oriented courses,,no,,,,,4/4points,3/3points,0/3points,0/2points,7/12points,"limited number of places, 60 places",,,,,,,,,,,,,,,,,,,,,,,,
Hochschule für angewandte Wissenschaften Coburg,Fakultät Design at the HAW Coburg,Architecture (B),"presence learning programme, full-time",8semesters,240,"240 credits in mandatory modules, 60 credits in compulsory elective modules",,,no mandatory excursions,175,31,29,93.0%,45:55[%m:%f],https://ranking.zeit.de/che/en/studiengang/24332,2.0%,0.0%,,,,no data,no,0/4points,0/2points,0/3points,0/10points,,,,,,"limited number of places, 35 places",,,0/1points,,,,,,,,,,,,,,,,,,,,,
Hochschule für angewandte Wissenschaften Coburg,Fakultät Angewandte Naturwissenschaften at the HAW Coburg,Bioanalytics (B.Sc.),"presence learning programme, full-time",7semesters,210,"204 credits in mandatory modules, 6 credits in compulsory elective modules",,,,241,64,42,73.8%,30:70[%m:%f],https://ranking.zeit.de/che/en/studiengang/36688,1.0%,10.0%,,Biotechnology,20 weeks practice/internship outside the university obligatory; 16 ECTS max. permissible for practice-oriented courses,"no, but credits for study abroad eligible",no,1/4points,0/2points,1/3points,2/9points,3/4points,2/3points,2/2points,2/2points,9/11points,"limited number of places, 61 places",,7.8semesters,,,,,,,,,,,,,,,,,,,,,,29h/week
Hochschule für angewandte Wissenschaften Coburg,Fakultät Angewandte Naturwissenschaften at the HAW Coburg,Engineering Physics - Physical Technologies (B.Eng.),"presence learning programme, full-time",7semesters,210,"185 credits in mandatory modules, 25 credits in compulsory elective modules",,,,69,19,24,93.6%,83:17[%m:%f],https://ranking.zeit.de/che/en/studiengang/36690,1.0%,10.0%,,Physical Technology,20 weeks practice/internship outside the university obligatory; 5 ECTS max. permissible for non-obligatory internships; 5 ECTS max. permissible for practice-oriented courses,"no, but credits for study abroad eligible",no,1/4points,0/2points,1/3points,2/9points,3/4points,1/3points,2/2points,2/2points,8/11points,number of places not limited,,8.2semesters,,,,,,,,,,,,,,,,,,,,,,13h/week
Hochschule für angewandte Wissenschaften Coburg,Fakultät Angewandte Naturwissenschaften at the HAW Coburg,Engineering Physics - Laser and Light Technology (B.Eng.),"presence learning programme, full-time",7semesters,210,"195 credits in mandatory modules, 15 credits in compulsory elective modules",,,,14,6,<10,"not calculated, <10 graduates/year",100:0[%m:%f],https://ranking.zeit.de/che/en/studiengang/36689,0.0%,10.0%,,Physical Technology,20 weeks practice/internship outside the university obligatory; 5 ECTS max. permissible for non-obligatory internships; 5 ECTS max. permissible for practice-oriented courses,"no, but credits for study abroad eligible",no,1/4points,0/2points,1/3points,2/9points,3/4points,1/3points,2/2points,2/2points,8/11points,number of places not limited,,< 10 graduates,,,,,,,,,,,,,,,,,,,,,,13h/week
Hochschule für angewandte Wissenschaften Coburg,Fakultät Angewandte Naturwissenschaften at the HAW Coburg,Engineering Physics (B.Eng.),"presence learning programme, full-time",7semesters,210,"200 credits in mandatory modules, 10 credits in compulsory elective modules",,,,61,36,no graduates until WS 2017/18,no graduates until WS 2017/18,79:21[%m:%f],https://ranking.zeit.de/che/en/studiengang/37952,72.0%,70.0%,,Physical Technology,20 weeks practice/internship outside the university obligatory; 5 ECTS max. permissible for non-obligatory internships; 5 ECTS max. permissible for practice-oriented courses,yes,"yes, ""joint degree"" optional",3/4points,2/2points,3/3points,8/9points,3/4points,1/3points,2/2points,2/2points,8/11points,number of places not limited,,no graduates until WS 2017/18,,,,,,,,,,,,,,,,,,,,,,10h/week
Hochschule für angewandte Wissenschaften Coburg,Fakultät Angewandte Naturwissenschaften at the HAW Coburg,Bioanalytics (M.Sc.),"presence learning programme, full-time",3semesters,90,no data,,,,30,23,<10,"not calculated, <10 graduates/year",30:70[%m:%f],https://ranking.zeit.de/che/en/studiengang/37280,3.0%,10.0%,,Biotechnology,4 weeks practice/internship outside the university obligatory; 5 ECTS max. permissible for non-obligatory internships; 12 ECTS max. permissible for practice-oriented courses,"no, but credits for study abroad eligible",no,1/4points,0/2points,1/3points,2/9points,0/4points,2/3points,2/2points,2/2points,6/11points,number of places not limited,,< 10 graduates,,,,,,,,,,,,,,,,,,,,,,8h/week
Hochschule für angewandte Wissenschaften Coburg,Fakultät Angewandte Naturwissenschaften at the HAW Coburg,"Analytical Instruments, Measurement and Sensor Technology (M.Eng.)","presence learning programme, full-time",4semesters,120,no data,,,,60,30,23,91.3%,68:32[%m:%f],https://ranking.zeit.de/che/en/studiengang/37174,98.0%,100.0%,,applied natural sciences,20 weeks practice/internship outside the university obligatory,yes,"yes, ""joint degree"" optional",3/4points,2/2points,3/3points,8/9points,3/4points,0/3points,2/2points,2/2points,7/11points,number of places not limited,,4.5semesters,,,,,,,,,,,,,,,,,,,,,,4h/week
Hochschule für angewandte Wissenschaften Coburg,Fakultät Angewandte Naturwissenschaften at the HAW Coburg,Simulation and Testing (M.Eng.),"presence learning programme, full-time",3semesters,90,no data,,,,31,18,10,not calculated because <10 graduates in one of the years surveyed,81:19[%m:%f],https://ranking.zeit.de/che/en/studiengang/37175,10.0%,10.0%,,applied natural sciences,10 ECTS max. permissible for practice-oriented courses,"no, but credits for study abroad eligible",no,1/4points,2/2points,1/3points,4/9points,0/4points,2/3points,2/2points,2/2points,6/11points,number of places not limited,,3.7semesters,,,,,,,,,,,,,,,,,,,,,,2h/week
Hochschule für angewandte Wissenschaften Coburg,Fakultät Wirtschaftswissenschaften at the HAW Coburg,Business Administration (B.A.),"Presence learning programme, full-time programme, dual integrated apprenticeship",7semesters,210,,,,,510,178,74,66.7%,54:46[%m:%f],https://ranking.zeit.de/che/en/studiengang/13900,9.0%,10.0%,,,19 weeks practice/internship outside university mandatory; 5 ECTS max. countable for optional internships; 29 ECTS max. countable for practice-oriented courses,mandatory for joint prgramme degree,"yes,  joint programme degree is optional",3/4points,1/3points,1/3points,7/12points,4/4points,2/3points,2/3points,1/2points,9/12points,number of places not limited,,,,,,2/2Points,,,,,,,,,,,,,,,,,,
Hochschule für angewandte Wissenschaften Coburg,Fakultät Wirtschaftswissenschaften at the HAW Coburg,Business Administration (M.A.),,3semesters,90,,,,,141,62,54,52.3%,38:62[%m:%f],https://ranking.zeit.de/che/en/studiengang/25878,7.0%,10.0%,,,12 ECTS max. countable for practice-oriented courses,mandatory for joint prgramme degree,"yes,  joint programme degree is optional",3/4points,1/3points,1/3points,7/12points,0/4points,2/3points,3/3points,1/2points,6/12points,"limited number of places, 50 places",,,,,,2/2Points,,,,,,,,,,,,,,,,,,
Hochschule für angewandte Wissenschaften Coburg,Fakultät Design at the HAW Coburg,Civil Engineering (B.Eng.),"presence learning programme, full-time, cooperative education possible",7semesters,210,,,,no mandatory excursions,306,95,48,89.6%,68:32[%m:%f],https://ranking.zeit.de/che/en/studiengang/35097,2.0%,0.0%,,Civil Engineering,16 weeks practice/internship outside the university obligatory,no data,no,0/4points,0/2points,0/3points,0/9points,4/4points,0/3points,2/2points,0/2points,6/12points,number of places not limited,0/1points,no data,,,,,,,,,,,,,,,,,,,,,,
Hochschule für angewandte Wissenschaften Coburg,Fakultät Elektrotechnik und Informatik at the HAW Coburg,Computer Science (B.Sc.),,7semesters,210,,no interdisciplinary study course,,,294,110,30,77.0%,89:11[%m:%f],https://ranking.zeit.de/che/en/studiengang/27230,2.0%,9.0%,no admission restriction,"Software-Engineering, Computer Visualistics",,"no, but credits can be counted",no,,,,,4/4points,3/3points,2/2points,2/2points,11/11points,,,,,,,,,,,,,,,,,,,,,,,,,
Hochschule für angewandte Wissenschaften Coburg,Fakultät Elektrotechnik und Informatik at the HAW Coburg,"Automation Engineering and Robotics (B.Eng., cooperate education possible)","cooperative education programme, full-time, part-time possible, vocational training or practice-integrated",7semesters,210,"165 credits in mandatory modules, 45 credits in compulsory elective modules",,,,139,61,12,no data available,90:10[%m:%f],https://ranking.zeit.de/che/en/studiengang/37335,6.0%,0.0%,,,,no data,no data,,,,Not ranked,4/4points,0/3points,1/2points,2/2points,7/11points,number of places not limited,,no data available,,,,,,,,,,,,,,,,,,,,,,
Hochschule für angewandte Wissenschaften Coburg,Fakultät Elektrotechnik und Informatik at the HAW Coburg,"Electrical Engineering and Information Technology (B.Eng., cooperate education possible)","cooperative education programme, full-time, part-time possible, vocational training or practice-integrated",7semesters,210,"165 credits in mandatory modules, 45 credits in compulsory elective modules",,,,99,33,12,no data available,90:10[%m:%f],https://ranking.zeit.de/che/en/studiengang/35279,3.0%,0.0%,,,,no data,no data,,,,Not ranked,4/4points,0/3points,1/2points,2/2points,7/11points,number of places not limited,,no data available,,,,,,,,,,,,,,,,,,,,,,
Hochschule für angewandte Wissenschaften Coburg,Fakultät Elektrotechnik und Informatik at the HAW Coburg,"Energy Engineering and Renewable Energies (B.Eng., cooperate education possible)","cooperative education programme, full-time, part-time possible, vocational training or practice-integrated",7semesters,210,"165 credits in mandatory modules, 45 credits in compulsory elective modules",,,,42,27,<10,"not calculated, <10 graduates/year",71:29[%m:%f],https://ranking.zeit.de/che/en/studiengang/40895,5.0%,0.0%,,,,no data,no data,,,,Not ranked,4/4points,0/3points,1/2points,2/2points,7/11points,number of places not limited,,"not calculated, <10 graduates/year",,,,,,,,,,,,,,,,,,,,,,
Hochschule für angewandte Wissenschaften Coburg,Fakultät Elektrotechnik und Informatik at the HAW Coburg,Electrical Engineering and Information Technology (M.Eng.),"presence learning programme, full-time",3semesters,90,no data,,,,18,14,<10,"not calculated, <10 graduates/year",100:0[%m:%f],https://ranking.zeit.de/che/en/studiengang/35281,0.0%,0.0%,,,,not scheduled,no,0/4points,0/2points,0/3points,0/9points,0/4points,0/3points,1/2points,1/2points,2/11points,number of places not limited,,< 10 graduates,,,,,,,,,,,,,,,,,,,,,,
Hochschule für angewandte Wissenschaften Coburg,Fakultät Angewandte Naturwissenschaften at the HAW Coburg,Bioanalytics (B.Sc.),"presence learning programme, full-time",7semesters,210,"204 credits in mandatory modules, 6 credits in compulsory elective modules",,,,241,64,42,73.8%,30:70[%m:%f],https://ranking.zeit.de/che/en/studiengang/36688,1.0%,10.0%,,Biotechnology,20 weeks practice/internship outside the university obligatory; 16 ECTS max. permissible for practice-oriented courses,"no, but credits for study abroad eligible",no,1/4points,0/2points,1/3points,2/9points,3/4points,2/3points,2/2points,2/2points,9/11points,"limited number of places, 61 places",,7.8semesters,,,,,,,,,,,,,,,,,,,,,,29h/week
Hochschule für angewandte Wissenschaften Coburg,Fakultät Angewandte Naturwissenschaften at the HAW Coburg,Engineering Physics - Physical Technologies (B.Eng.),"presence learning programme, full-time",7semesters,210,"185 credits in mandatory modules, 25 credits in compulsory elective modules",,,,69,19,24,93.6%,83:17[%m:%f],https://ranking.zeit.de/che/en/studiengang/36690,1.0%,10.0%,,Physical Technology,20 weeks practice/internship outside the university obligatory; 5 ECTS max. permissible for non-obligatory internships; 5 ECTS max. permissible for practice-oriented courses,"no, but credits for study abroad eligible",no,1/4points,0/2points,1/3points,2/9points,3/4points,1/3points,2/2points,2/2points,8/11points,number of places not limited,,8.2semesters,,,,,,,,,,,,,,,,,,,,,,13h/week
Hochschule für angewandte Wissenschaften Coburg,Fakultät Angewandte Naturwissenschaften at the HAW Coburg,Engineering Physics - Laser and Light Technology (B.Eng.),"presence learning programme, full-time",7semesters,210,"195 credits in mandatory modules, 15 credits in compulsory elective modules",,,,14,6,<10,"not calculated, <10 graduates/year",100:0[%m:%f],https://ranking.zeit.de/che/en/studiengang/36689,0.0%,10.0%,,Physical Technology,20 weeks practice/internship outside the university obligatory; 5 ECTS max. permissible for non-obligatory internships; 5 ECTS max. permissible for practice-oriented courses,"no, but credits for study abroad eligible",no,1/4points,0/2points,1/3points,2/9points,3/4points,1/3points,2/2points,2/2points,8/11points,number of places not limited,,< 10 graduates,,,,,,,,,,,,,,,,,,,,,,13h/week
Hochschule für angewandte Wissenschaften Coburg,Fakultät Angewandte Naturwissenschaften at the HAW Coburg,Engineering Physics (B.Eng.),"presence learning programme, full-time",7semesters,210,"200 credits in mandatory modules, 10 credits in compulsory elective modules",,,,61,36,no graduates until WS 2017/18,no graduates until WS 2017/18,79:21[%m:%f],https://ranking.zeit.de/che/en/studiengang/37952,72.0%,70.0%,,Physical Technology,20 weeks practice/internship outside the university obligatory; 5 ECTS max. permissible for non-obligatory internships; 5 ECTS max. permissible for practice-oriented courses,yes,"yes, ""joint degree"" optional",3/4points,2/2points,3/3points,8/9points,3/4points,1/3points,2/2points,2/2points,8/11points,number of places not limited,,no graduates until WS 2017/18,,,,,,,,,,,,,,,,,,,,,,10h/week
Hochschule für angewandte Wissenschaften Coburg,Fakultät Angewandte Naturwissenschaften at the HAW Coburg,Bioanalytics (M.Sc.),"presence learning programme, full-time",3semesters,90,no data,,,,30,23,<10,"not calculated, <10 graduates/year",30:70[%m:%f],https://ranking.zeit.de/che/en/studiengang/37280,3.0%,10.0%,,Biotechnology,4 weeks practice/internship outside the university obligatory; 5 ECTS max. permissible for non-obligatory internships; 12 ECTS max. permissible for practice-oriented courses,"no, but credits for study abroad eligible",no,1/4points,0/2points,1/3points,2/9points,0/4points,2/3points,2/2points,2/2points,6/11points,number of places not limited,,< 10 graduates,,,,,,,,,,,,,,,,,,,,,,8h/week
Hochschule für angewandte Wissenschaften Coburg,Fakultät Angewandte Naturwissenschaften at the HAW Coburg,"Analytical Instruments, Measurement and Sensor Technology (M.Eng.)","presence learning programme, full-time",4semesters,120,no data,,,,60,30,23,91.3%,68:32[%m:%f],https://ranking.zeit.de/che/en/studiengang/37174,98.0%,100.0%,,applied natural sciences,20 weeks practice/internship outside the university obligatory,yes,"yes, ""joint degree"" optional",3/4points,2/2points,3/3points,8/9points,3/4points,0/3points,2/2points,2/2points,7/11points,number of places not limited,,4.5semesters,,,,,,,,,,,,,,,,,,,,,,4h/week
Hochschule für angewandte Wissenschaften Coburg,Fakultät Angewandte Naturwissenschaften at the HAW Coburg,Simulation and Testing (M.Eng.),"presence learning programme, full-time",3semesters,90,no data,,,,31,18,10,not calculated because <10 graduates in one of the years surveyed,81:19[%m:%f],https://ranking.zeit.de/che/en/studiengang/37175,10.0%,10.0%,,applied natural sciences,10 ECTS max. permissible for practice-oriented courses,"no, but credits for study abroad eligible",no,1/4points,2/2points,1/3points,4/9points,0/4points,2/3points,2/2points,2/2points,6/11points,number of places not limited,,3.7semesters,,,,,,,,,,,,,,,,,,,,,,2h/week
Hochschule für angewandte Wissenschaften Coburg,Fakultät Maschinenbau und Automobiltechnik at the HAW Coburg,Mechanical Engineering (B.Eng.),"presence learning programme, full-time",7semesters,210,"181 credits in mandatory modules, 29 credits in compulsory elective modules",,,,285,82,57,93.9%,91:9[%m:%f],https://ranking.zeit.de/che/en/studiengang/35730,4.0%,5.0%,,Mechanical Engineering,22 weeks practice/internship outside the university obligatory; 22 ECTS max. permissible for non-obligatory internships; 12 ECTS max. permissible for practice-oriented courses,no data,no data,1/4points,0/2points,1/3points,2/9points,3/4points,2/3points,0/2points,2/2points,7/11points,number of places not limited,,no data,,,,,,,,,,,,,,,,,,,,,,
Hochschule für angewandte Wissenschaften Coburg,Fakultät Maschinenbau und Automobiltechnik at the HAW Coburg,Automotive Mechatronics (B.Eng.),"presence learning programme, full-time",7semesters,210,"185 credits in mandatory modules, 25 credits in compulsory elective modules",,,,384,103,65,74.4%,84:16[%m:%f],https://ranking.zeit.de/che/en/studiengang/41270,3.0%,5.0%,,,20 weeks practice/internship outside the university obligatory; 25 ECTS max. permissible for non-obligatory internships; 5 ECTS max. permissible for practice-oriented courses,no data,no data,0/4points,0/2points,1/3points,1/9points,3/4points,1/3points,2/2points,2/2points,8/11points,number of places not limited,,no data,,,,,,,,,,,,,,,,,,,,,,
Hochschule für angewandte Wissenschaften Coburg,Fakultät Angewandte Naturwissenschaften at the HAW Coburg,Bioanalytics (B.Sc.),"presence learning programme, full-time",7semesters,210,"204 credits in mandatory modules, 6 credits in compulsory elective modules",,,,241,64,42,73.8%,30:70[%m:%f],https://ranking.zeit.de/che/en/studiengang/36688,1.0%,10.0%,,Biotechnology,20 weeks practice/internship outside the university obligatory; 16 ECTS max. permissible for practice-oriented courses,"no, but credits for study abroad eligible",no,1/4points,0/2points,1/3points,2/9points,3/4points,2/3points,2/2points,2/2points,9/11points,"limited number of places, 61 places",,7.8semesters,,,,,,,,,,,,,,,,,,,,,,29h/week
Hochschule für angewandte Wissenschaften Coburg,Fakultät Angewandte Naturwissenschaften at the HAW Coburg,Engineering Physics - Physical Technologies (B.Eng.),"presence learning programme, full-time",7semesters,210,"185 credits in mandatory modules, 25 credits in compulsory elective modules",,,,69,19,24,93.6%,83:17[%m:%f],https://ranking.zeit.de/che/en/studiengang/36690,1.0%,10.0%,,Physical Technology,20 weeks practice/internship outside the university obligatory; 5 ECTS max. permissible for non-obligatory internships; 5 ECTS max. permissible for practice-oriented courses,"no, but credits for study abroad eligible",no,1/4points,0/2points,1/3points,2/9points,3/4points,1/3points,2/2points,2/2points,8/11points,number of places not limited,,8.2semesters,,,,,,,,,,,,,,,,,,,,,,13h/week
Hochschule für angewandte Wissenschaften Coburg,Fakultät Angewandte Naturwissenschaften at the HAW Coburg,Engineering Physics - Laser and Light Technology (B.Eng.),"presence learning programme, full-time",7semesters,210,"195 credits in mandatory modules, 15 credits in compulsory elective modules",,,,14,6,<10,"not calculated, <10 graduates/year",100:0[%m:%f],https://ranking.zeit.de/che/en/studiengang/36689,0.0%,10.0%,,Physical Technology,20 weeks practice/internship outside the university obligatory; 5 ECTS max. permissible for non-obligatory internships; 5 ECTS max. permissible for practice-oriented courses,"no, but credits for study abroad eligible",no,1/4points,0/2points,1/3points,2/9points,3/4points,1/3points,2/2points,2/2points,8/11points,number of places not limited,,< 10 graduates,,,,,,,,,,,,,,,,,,,,,,13h/week
Hochschule für angewandte Wissenschaften Coburg,Fakultät Angewandte Naturwissenschaften at the HAW Coburg,Engineering Physics (B.Eng.),"presence learning programme, full-time",7semesters,210,"200 credits in mandatory modules, 10 credits in compulsory elective modules",,,,61,36,no graduates until WS 2017/18,no graduates until WS 2017/18,79:21[%m:%f],https://ranking.zeit.de/che/en/studiengang/37952,72.0%,70.0%,,Physical Technology,20 weeks practice/internship outside the university obligatory; 5 ECTS max. permissible for non-obligatory internships; 5 ECTS max. permissible for practice-oriented courses,yes,"yes, ""joint degree"" optional",3/4points,2/2points,3/3points,8/9points,3/4points,1/3points,2/2points,2/2points,8/11points,number of places not limited,,no graduates until WS 2017/18,,,,,,,,,,,,,,,,,,,,,,10h/week
Hochschule für angewandte Wissenschaften Coburg,Fakultät Angewandte Naturwissenschaften at the HAW Coburg,Bioanalytics (M.Sc.),"presence learning programme, full-time",3semesters,90,no data,,,,30,23,<10,"not calculated, <10 graduates/year",30:70[%m:%f],https://ranking.zeit.de/che/en/studiengang/37280,3.0%,10.0%,,Biotechnology,4 weeks practice/internship outside the university obligatory; 5 ECTS max. permissible for non-obligatory internships; 12 ECTS max. permissible for practice-oriented courses,"no, but credits for study abroad eligible",no,1/4points,0/2points,1/3points,2/9points,0/4points,2/3points,2/2points,2/2points,6/11points,number of places not limited,,< 10 graduates,,,,,,,,,,,,,,,,,,,,,,8h/week
